Vacía, Vacía ,(en la sucesivo la “Solicitud”),V.- Solicitud de Refrendo. Mediante escrito presentado el 23 de febrero de 2007 ante la entonces Comisión Federal de Telecomunicaciones el Concesionario por conducto de su representante legal solicitó el refrendo de la Concesión,Regla 3,L_P_IFT_231015_479_Acc.docx
Reglamento,Reglamento de la Ley Federal de Radio y Televisión en materia de concesiones permisos y contenido de las transmisiones de radio y televisión,(en lo sucesivo el “Reglamento”),V.- Solicitud de Refrendo. Mediante escrito presentado el 23 de febrero de 2007 ante la entonces Comisión Federal de Telecomunicaciones el Concesionario por conducto de su representante legal solicitó el refrendo de la Concesión (en la sucesivo la “Solicitud”) en términos de la LFRTV y de el Reglamento de la Ley Federal de Radio y Televisión en materia de concesiones permisos y contenido de las transmisiones de radio y televisión,Regla 1,L_P_IFT_231015_479_Acc.docx
DOF,Diario Oficial de la Federación,(en lo sucesivo el “DOF”),VI.- Decreto de Reforma Constitucional. Con fecha 11 de junio de 2013 se publicó en el Diario Oficial de la Federación,Regla 1,L_P_IFT_231015_479_Acc.docx
Decreto de Reforma Constitucional,Decreto por el que se reforman y adicionan diversas disposiciones de los artículos 6o. 7o. 27 28 73 78 94 y 105 de la Constitución Política de los Estados Unidos Mexicanos en materia de telecomunicaciones,(en lo sucesivo el “Decreto de Reforma Constitucional”),VI.- Decreto de Reforma Constitucional. Con fecha 11 de junio de 2013 se publicó en el Diario Oficial de la Federación (en lo sucesivo el “DOF”) el “Decreto por el que se reforman y adicionan diversas disposiciones de los artículos 6o. 7o. 27 28 73 78 94 y 105 de la Constitución Política de los Estados Unidos Mexicanos en materia de telecomunicaciones”,Regla 1,L_P_IFT_231015_479_Acc.docx
Instituto,Instituto Federal de Telecomunicaciones,(en lo sucesivo el “Instituto”),VI.- Decreto de Reforma Constitucional. Con fecha 11 de junio de 2013 se publicó en el Diario Oficial de la Federación (en lo sucesivo el “DOF”) el “Decreto por el que se reforman y adicionan diversas disposiciones de los artículos 6o. 7o. 27 28 73 78 94 y 105 de la Constitución Política de los Estados Unidos Mexicanos en materia de telecomunicaciones” (en lo sucesivo el “Decreto de Reforma Constitucional”) mediante el cual se creó el Instituto Federal de Telecomunicaciones,Regla 1,L_P_IFT_231015_479_Acc.docx
Decreto de Ley,Decreto por el que se expiden la Ley Federal de Telecomunicaciones y Radiodifusión y la Ley de el Sistema Público de Radiodifusión de el Estado Mexicano; y se reforman adicionan y derogan diversas disposiciones en materia de telecomunicaciones y radiodifusión,(en lo sucesivo el “Decreto de Ley”),VII.- Decreto de Ley. El 14 de julio de 2014 se publicó en el DOF el “Decreto por el que se expiden la Ley Federal de Telecomunicaciones y Radiodifusión y la Ley de el Sistema Público de Radiodifusión de el Estado Mexicano; y se reforman adicionan y derogan diversas disposiciones en materia de telecomunicaciones y radiodifusión”,Regla 1,L_P_IFT_231015_479_Acc.docx
Estatuto Orgánico,Estatuto Orgánico de el Instituto Federal de Telecomunicaciones,(en lo sucesivo el “Estatuto Orgánico”),VIII.- Estatuto Orgánico. El 4 de septiembre de 2014 se publicó en el DOF el “Estatuto Orgánico de el Instituto Federal de Telecomunicaciones”,Regla 1,L_P_IFT_231015_479_Acc.docx
UCS,Unidad de Concesiones y Servicios,(en lo sucesivo la “UCS”),IX.- Solicitud de opinión a la Unidad de Cumplimiento. Con oficio IFT/223/UCS/269/15 de el 25 de febrero de 2015 la Dirección General de Concesiones de Radiodifusión de la Unidad de Concesiones y Servicios,Regla 1,L_P_IFT_231015_479_Acc.docx
UC,Unidad de Cumplimiento,(en lo sucesivo la “UC”),IX.- Solicitud de opinión a la Unidad de Cumplimiento. Con oficio IFT/223/UCS/269/15 de el 25 de febrero de 2015 la Dirección General de Concesiones de Radiodifusión de la Unidad de Concesiones y Servicios (en lo sucesivo la “UCS”) de conformidad con lo establecido en los artículos 32 y 34 fracción II de el Estatuto Orgánico solicitó a la Unidad de Cumplimiento,Regla 1,L_P_IFT_231015_479_Acc.docx
UCE,Unidad de Competencia Económica,(en lo sucesivo la “UCE”),X.- Solicitud de opinión a la Unidad de Competencia Económica. Con oficio IFT/223/UCS/DG-CRAD/598/2015 de el 25 de febrero de 2015 la UCS de conformidad con lo establecido en el artículo 34 fracción II de el Estatuto Orgánico remitió la solicitud de refrendo de vigencia de la Concesión a la Dirección General de Concentraciones y Concesiones de la Unidad de Competencia Económica,Regla 1,L_P_IFT_231015_479_Acc.docx
UER,Unidad de Espectro Radioeléctrico,(en lo sucesivo la “UER”),XI.- Solicitud de cálculo de monto de contraprestación a la Unidad de Espectro Radioeléctrico. Con oficio IFT/223/UCS/DG-CRAD/597/2015 de el 27 de febrero de 2015 la Dirección General de Concesiones de Radiodifusión de la UCS solicitó a la Dirección General de el Economía de el Espectro y Recursos Orbitales de la Unidad de Espectro Radioeléctrico,Regla 1,L_P_IFT_231015_479_Acc.docx
SHCP,Secretaría de Hacienda y Crédito Público,(en lo sucesivo la “SHCP“),XIII.- Contraprestación autorizada por la Secretaría de Hacienda y Crédito Público. Con oficio IFT/222/UER/146/2015 de el 08 de junio de 2015 la UER envió copia de el oficio No. 349-B-237 de el 05 de junio de 2015 emitido por la Unidad de Política de Ingresos No Tributarios de la Secretaría de Hacienda y Crédito Público,Regla 1,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(i.e. el canal de transmisión de 6 MHz),XIV. Opinión en Materia de Competencia Económica. Con oficio IFT/226/UCE/DG-CCON/156/2015 de el 11 de agosto de 2015 la Dirección General de Concentraciones y Concesiones de la UCE emitió opinión en materia de competencia económica respecto a la solicitud de refrendo de la Concesión estableciendo que: “no se identifican elementos ni indicios de que en caso de que se otorgue la autorización de prórroga solicitada por Telesistemas de Coahuila se generen efectos contrarios en el proceso de competencia y libre concurrencia en la provisión de servicios de TV Abierta Comercial en la localidad de Sabinas Coahuila ni en la provisión de otros servicios de radiodifusión o de telecomunicaciones que tenga la capacidad de prestar a través de el espectro radioeléctrico,Regla 3,L_P_IFT_231015_479_Acc.docx
Constitución,Constitución Política de los Estados Unidos Mexicanos,(en lo sucesivo la “Constitución”),Primero.- Competencia de el Instituto. De conformidad con el artículo 28 párrafo décimo quinto de la Constitución Política de los Estados Unidos Mexicanos,Regla 1,L_P_IFT_231015_479_Acc.docx
Ley,Ley Federal de Telecomunicaciones y Radiodifusión,(en lo sucesivo la “Ley”),De igual forma conforme a lo establecido en los artículos 15 fracción IV y 17 fracción I de la Ley Federal de Telecomunicaciones y Radiodifusión,Regla 1,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(a más tardar un año antes de la terminación de su vigencia),En tales términos de acuerdo con el artículo 16 de la LFRTV se reconoce la posibilidad de que la Concesión pueda ser refrendada a fin de que su titular pueda mantener los derechos de operación y explotación comercial de el canal asignado para la prestación de el servicio de televisión. Complementariamente el artículo 13 de el Reglamento prevé la oportunidad de la presentación de la solicitud de refrendo que deben cumplir los concesionarios,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(banda de frecuencias 76-82 MHz),Tercero.- Análisis de la solicitud de Refrendo. El Concesionario mediante escrito presentado el 23 de febrero de 2007 solicitó el otorgamiento de el refrendo de la Concesión para usar el canal 5,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(quince),Temporalidad. La Concesión fue otorgada con vigencia de 15,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(bandas VHF y UHF),Uso de el espectro. A este respecto este Pleno estima que en atención a lo dispuesto en el numeral 6.2.2 de la “Disposición Técnica IFT-003-2014: Especificaciones y requerimientos mínimos para la instalación y operación de las estaciones de radiodifusión de televisión analógica,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(bandas de frecuencias),Por lo expuesta esta autoridad considera que se satisface lo dispuesto en la fracción I de el artículo 13 de el Reglamento por lo que hace a la evaluación de el buen uso de el canal,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(i.e. el canal de transmisión de 6 MHz),Con la información disponible no se identifican elementos ni indicios de que en caso de que se otorgue la autorización de la prórroga solicitada por Telesistemas de Coahuila se generen efectos contrarios en el proceso de competencia y libre concurrencia en la provisión de servicios de TV Abierta Comercial en la localidad de Sabinas Coahuila ni en la provisión de otros servicios de radiodifusión o de telecomunicaciones que tenga la capacidad de prestar a través de el espectro radioeléctrico,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(treinta),Quinto.- Vigencia de la concesión para uso comercial. En términos de lo dispuesto por los artículos 72 y 75 de la Ley la vigencia de la concesión única y las concesiones sobre el espectro radioeléctrico para uso comercial serán hasta por 30,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(veinte),Quinto.- Vigencia de la concesión para uso comercial. En términos de lo dispuesto por los artículos 72 y 75 de la Ley la vigencia de la concesión única y las concesiones sobre el espectro radioeléctrico para uso comercial serán hasta por 30 (treinta) y 20,Regla 3,L_P_IFT_231015_479_Acc.docx
veinte,veinte años respectivamente por lo que se considera que la concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para uso comercial se otorgue con una vigencia de 20,(veinte),Quinto.- Vigencia de la concesión para uso comercial. En términos de lo dispuesto por los artículos 72 y 75 de la Ley la vigencia de la concesión única y las concesiones sobre el espectro radioeléctrico para uso comercial serán hasta por 30 (treinta) y 20 (veinte) años respectivamente por lo que se considera que la concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para uso comercial se otorgue con una vigencia de 20,Regla 2,L_P_IFT_231015_479_Acc.docx
treinta,treinta y 20 veinte años respectivamente por lo que se considera que la concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para uso comercial se otorgue con una vigencia de 20 veinte años contada a partir de el día 17 de agosto de 2009 y vencimiento al 17 de agosto de 2029. En tanto que el título de concesión única para uso comercial tendrá una vigencia de 30,(treinta),Quinto.- Vigencia de la concesión para uso comercial. En términos de lo dispuesto por los artículos 72 y 75 de la Ley la vigencia de la concesión única y las concesiones sobre el espectro radioeléctrico para uso comercial serán hasta por 30 (treinta) y 20 (veinte) años respectivamente por lo que se considera que la concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para uso comercial se otorgue con una vigencia de 20 (veinte) años contada a partir de el día 17 de agosto de 2009 y vencimiento al 17 de agosto de 2029. En tanto que el título de concesión única para uso comercial tendrá una vigencia de 30,Regla 2,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(frecuencia atribuida para la prestación del servicio de radiodifusión),Conforme a ello la acepción “otorgar” no es limitante a la entrega de nuevas concesiones sino que se refiere a todo aquel acto mediante el cual el Estado cede el derecho de uso aprovechamiento y explotación de bienes dominio de la Nación sea por primera ocasión como en el caso de el otorgamiento de frecuencias de radiodifusión a razón y con motivo de un procedimiento licitatorio o bien como es el caso que nos ocupa a razón de un acto mediante el cual se reitera beneficio de el otorgamiento de la misma concesión es decir prorroga la autorización para seguir usando aprovechando y explotando el bien previamente concesionado,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(banda de frecuencias 76-82 MHz),En consecuencia en ejercicio de las atribuciones establecidas el artículo 29 fracción VII de el Estatuto Orgánico la UER solicitó a la SHCP la autorización de los aprovechamientos correspondientes a la prórroga de la concesión que nos ocupa por veinte años; en respuesta mediante oficio No. 349-B-237 de el 05 de junio de 2015 emitido por la Unidad de Política de Ingresos no Tributarios de la SHCP se autorizó el monto propuesto por concepto de contraprestación que le corresponde cubrir al Concesionario por el otorgamiento de la prórroga solicitada respecto de el uso aprovechamiento y explotación de el canal 5,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(Licitación No. IFT-1),Que los montos de los aprovechamientos propuestos por el IFT fueron calculados tomando como referencia los resultados de la más reciente licitación pública que concluyó en 2015 de canales de transmisión para la prestación de el servicio público de televisión radiodifundida digital,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(pesos),,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(Licitación No. IFT-1),Derivado de lo transcrito conforme a lo autorizado por la SHCP y considerando que conforme al resultado de la licitación pública que concluyó en 2015 de canales de transmisión para la prestación de el servicio público de televisión radiodifundida digital,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(canal 5),Derivado de lo transcrito conforme a lo autorizado por la SHCP y considerando que conforme al resultado de la licitación pública que concluyó en 2015 de canales de transmisión para la prestación de el servicio público de televisión radiodifundida digital (Licitación No. IFT-1) en la que resultó ganadora la empresa Cadena Tres S.A. de C.V.  el pago por MHz por habitante corresponde a la cantidad de $2.835 pesos y teniendo en cuenta que dentro de el área de cobertura de la estación objeto de la presente resolución se encuentra contenido un total de 245445 habitantes y el ancho de banda de un canal de televisión es de 6 Mhz por tanto el monto de la contraprestación que le corresponde cubrir al Concesionario por la banda de frecuencias 76-82 MHz,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(cuatro millones ciento setenta y cuatro mil quinientos cincuenta y siete pesos 00/100 M.N.),Derivado de lo transcrito conforme a lo autorizado por la SHCP y considerando que conforme al resultado de la licitación pública que concluyó en 2015 de canales de transmisión para la prestación de el servicio público de televisión radiodifundida digital (Licitación No. IFT-1) en la que resultó ganadora la empresa Cadena Tres S.A. de C.V.  el pago por MHz por habitante corresponde a la cantidad de $2.835 pesos y teniendo en cuenta que dentro de el área de cobertura de la estación objeto de la presente resolución se encuentra contenido un total de 245445 habitantes y el ancho de banda de un canal de televisión es de 6 Mhz por tanto el monto de la contraprestación que le corresponde cubrir al Concesionario por la banda de frecuencias 76-82 MHz (canal 5) en Sabinas Coahuila distintivo de llamada XHSDD-TV asciende a la cantidad de $4174557.00,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(treinta),En consecuencia el Concesionario deberá exhibir ante este Instituto el comprobante con el que se acredite haber realizado el pago de la contraprestación en cuestión dentro de un plazo de 30,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(banda de frecuencias 76-82 MHz),PRIMERO.- Se resuelve favorablemente la solicitud de prórroga de la Concesión para continuar usando con fines comerciales el canal 5,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(banda de frecuencias 76-82 MHz),SEGUNDO.- Se otorga a favor de Telesistemas de Coahuila S.A. de C.V. una Concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para la prestación de el servicio público de televisión a través de el canal 5,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(veinte),SEGUNDO.- Se otorga a favor de Telesistemas de Coahuila S.A. de C.V. una Concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para la prestación de el servicio público de televisión a través de el canal 5 (banda de frecuencias 76-82 MHz) con distintivo de llamada XHSDD-TV en Sabinas Coahuila así como una Concesión Única ambas de Uso Comercial con una vigencia de 20,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(treinta),SEGUNDO.- Se otorga a favor de Telesistemas de Coahuila S.A. de C.V. una Concesión para usar aprovechar y explotar bandas de frecuencia de el espectro radioeléctrico para la prestación de el servicio público de televisión a través de el canal 5 (banda de frecuencias 76-82 MHz) con distintivo de llamada XHSDD-TV en Sabinas Coahuila así como una Concesión Única ambas de Uso Comercial con una vigencia de 20 (veinte) y 30,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(treinta),TERCERO.- Se instruye a la Unidad de Concesiones y Servicios a notificar personalmente a Telesistemas de Coahuila S.A. de C.V. el contenido de la presente Resolución así como las nuevas  condiciones establecidas en los mode elos de títulos de Concesión señalados en el Resolutivo Segundo contenidas en los Anexos 1 y 2 de la presente Resolución a efecto de recabar de dicha concesionaria en un plazo no mayor a 30,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(cuatro millones ciento setenta y cuatro mil quinientos cincuenta y siete pesos 00/100 M.N.),CUARTO.- Dentro de el mismo plazo señalado en el Resolutivo Tercero Telesistemas de Coahuila S.A. de C.V. deberá exhibir el comprobante de pago de el aprovechamiento autorizado por la Secretaría de Hacienda y Crédito Público por un monto de $4174557.00,Regla 3,L_P_IFT_231015_479_Acc.docx
Vacía, Vacía ,(banda de frecuencias),QUINTO.- En caso de que Telesistemas de Coahuila S.A. de C.V. no dé cumplimiento a lo señalado en los Resolutivos Tercero y Cuarto la presente Resolución quedará sin efectos y el canal,Regla 3,L_P_IFT_231015_479_Acc.docx
