RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_MEGA_CABLE resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_mega_cable NP00000 1
de de SP 0.999961
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
, , Fc 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
124 124 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
; ; Fx 1
( ( Fpa 1
ii i_i NCFS000 1
) ) Fpt 1
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
de de SP 0.999961
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
, , Fc 1
y y CC 0.999989
( ( Fpa 1
iii iii NCCS000 0.174057
) ) Fpt 1
que que CS 0.449861
dicha decir VMP00SF 0.819767
interconexión interconexión NCFS000 1
se se P00CN00 0.494509
realice realizar VMSP3S0 0.534863
en en SP 1
condiciones condición NCFP000 0.998418
no no RN 0.999297
discriminatorias discriminatorio AQ0FP00 1
, , Fc 1
transparentes transparente AQ0CP00 0.992708
y y CC 0.999989
basadas basar VMP00PF 0.58091
en en SP 1
criterios criterio NCMP000 1
objetivos objetivo AQ0MP00 0.0376712
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR lftr NP00000 1
regula regular VMIP3S0 0.971059
el el DA0MS0 1
procedimiento procedimiento NCMS000 1
que que PR0CN00 0.550139
ha haber VMIP3S0 5.55463e-05
de de SP 0.999961
observar observar VMN0000 1
el el DA0MS0 1
Instituto instituto NP00000 1
a_efecto_de a_efecto_de SP 1
determinar determinar VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
no no RN 0.999297
convenidas convenir VMP00PF 1
. . Fp 1

Para para SP 0.999834
estos este DD0MP0 0.972009
fines fin NCMP000 0.994186
dispone disponer VMIP3S0 1
que que CS 0.449861
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operen operar VMSP3P0 0.941964
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
deberán deber VMIF3P0 1
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
, , Fc 1
y y CC 0.999989
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
suscribir suscribir VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
sesenta_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
sea ser VSSP1S0 0.49434
presentada presentar VMP00SF 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

Esto este PD00S00 1
es ser VSIP3S0 1
, , Fc 1
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
de de SP 0.999961
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
tienen tener VMIP3P0 1
la el DA0FS0 0.98926
libertad libertad NCFS000 0.998188
de de SP 0.999961
negociar negociar VMN0000 1
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
, , Fc 1
a_través_de a_través_de SP 1
el el DA0MS0 1
SESI sesi NP00000 1
, , Fc 1
mismos mismo PI0MP00 0.47076
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
reflejar reflejar VMN0000 1
se se PP3CN00 1
en en SP 1
el el DA0MS0 1
convenio convenio NCMS000 1
que que PR0CN00 0.550139
a a SP 1
el el DA0MS0 1
efecto efecto NCMS000 1
suscriban suscribir VMSP3P0 0.941964
, , Fc 1
sin sin SP 1
embargo embargo NCMS000 0.995283
, , Fc 1
de de SP 0.999961
no no RN 0.999297
convenir convenir VMN0000 1
, , Fc 1
podrán poder VMIF3P0 1
solicitar solicitar VMN0000 1
la el DA0FS0 0.98926
intervención intervención NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
para para SP 0.999834
que que CS 0.449861
éste este PD0MS00 1
determine determinar VMSP3S0 0.634863
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
no no RN 0.999297
convenidas convenir VMP00PF 1
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
se se P00CN00 0.494509
indica indicar VMIP3S0 0.995495
que que CS 0.449861
: : Fd 1
( ( Fpa 1
i i NCFS000 1
) ) Fpt 1
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
están estar VMIP3P0 0.99949
obligados obligar VMP00PM 0.991071
a a SP 0.998775
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
y y CC 0.999989
, , Fc 1
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
suscribir suscribir VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
sesenta 60 Z 1
( ( Fpa 1
60 60 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
alguno alguno PI0MS00 0.706612
de de SP 0.999961
ellos ellos PP3MP00 1
lo lo PP3MSA0 0.334764
solicite solicitar VMSP3S0 0.634863
; ; Fx 1
( ( Fpa 1
ii i_i NCFS000 1
) ) Fpt 1
transcurridos transcurrir VMP00PM 1
los el DA0MP0 0.992728
sesenta 60 Z 1
( ( Fpa 1
60 60 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
sin sin SP 1
que que CS 0.449861
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
hayan haber VASP3P0 0.994792
llegado llegar VMP00SM 1
a a SP 0.998775
un uno DI0MS0 0.99698
acuerdo acuerdo NCMS000 0.999311
, , Fc 1
a a SP 0.998775
solicitud solicitud NCFS000 1
de de SP 0.999961
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
resolverá resolver VMIF3S0 1
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
de de SP 0.999961
interconexión interconexión NCFS000 1
no no RN 0.999297
convenidos convenir VMP00PM 1
sometidas someter VMP00PF 1
a a SP 0.998775
su su DP3CSN 1
competencia competencia NCFS000 1
, , Fc 1
dicha decir VMP00SF 0.819767
solicitud solicitud NCFS000 1
deberá deber VMIF3S0 1
someter someter VMN0000 1
se se PP3CN00 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
dentro_de dentro_de SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
cuarenta_y_cinco 45 Z 1
( ( Fpa 1
45 45 Z 1
) ) Fpt 1
días día NCMP000 1
hábiles hábil AQ0CP00 1
siguientes siguiente AQ0CP00 1
a a SP 0.998775
que que CS 0.449861
haya haber VASP1S0 0.493699
concluido concluir VMP00SM 1
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
sesenta 60 Z 1
( ( Fpa 1
60 60 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
. . Fp 1

En_consecuencia en_consecuencia RG 1
, , Fc 1
en en SP 1
autos auto NCMP000 1
está estar VMIP3S0 0.999398
acreditado acreditar VMP00SM 0.623747
que que CS 0.449861
Mega_Cable mega_cable NP00000 1
y y CC 0.999989
Grupo_AT_&_T grupo_at_&_t NP00000 1
tienen tener VMIP3P0 1
el el DA0MS0 1
carácter carácter NCMS000 1
de de SP 0.999961
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operan operar VMIP3P0 1
una uno DI0FS0 0.951973
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
que que CS 0.449861
efectivamente efectivamente RG 1
Mega_Cable mega_cable NP00000 1
requirió requerir VMIS3S0 1
a a SP 0.998775
Grupo_AT_&_T grupo_at_&_t NP00000 1
el el DA0MS0 1
inicio inicio NCMS000 0.996183
de de SP 0.999961
negociaciones negociación NCFP000 1
para para SP 0.999834
convenir convenir VMN0000 1
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
, , Fc 1
según según CS 0.231127
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
de de SP 0.999961
los el DA0MP0 0.992728
Antecedentes_I antecedentes_i NP00000 1
, , Fc 1
II ii NP00000 1
y y CC 0.999989
V v NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

Por por SP 1
ello ello PD00S00 1
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
124 124 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTR_Mega_Cable lftr_mega_cable NP00000 1
y y CC 0.999989
Grupo_AT_&_T grupo_at_&_t NP00000 1
están estar VMIP3P0 0.99949
obligados obligar VMP00PM 0.991071
a a SP 0.998775
garantizar garantizar VMN0000 1
la el DA0FS0 0.98926
eficiente eficiente AQ0CS00 1
interconexión interconexión NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
respectivas respectivo AQ0FP00 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
formalizando formalizar VMG0000 1
en_todo_caso en_todo_caso RG 1
, , Fc 1
la el DA0FS0 0.98926
suscripción suscripción NCFS000 1
de de SP 1
el el DA0MS0 1
convenio convenio NCMS000 1
respectivo respectivo AQ0MS00 1
que que PR0CN00 0.550139
estipule estipular VMSP3S0 0.634863
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
aplicables aplicable AQ0CP00 1
. . Fp 1

TERCERO 3 AO0MS00 0.986928
. . Fp 1
- - Fg 1
Valoración valoración NCFS000 0.668984
de de SP 0.999961
pruebas prueba NCFP000 0.997881
. . Fp 1
- - Fg 1
En en SP 1
términos término NCMP000 1
generales general AQ0CP00 0.916449
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
es ser VSIP3S0 1
el el DA0MS0 1
medio medio NCMS000 0.21966
de de SP 0.999961
demostración demostración NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
realidad realidad NCFS000 1
de de SP 0.999961
un uno DI0MS0 0.99698
hecho hecho NCMS000 0.361738
o o CC 0.999864
de de SP 0.999961
la el DA0FS0 0.98926
existencia existencia NCFS000 1
de de SP 0.999961
un uno DI0MS0 0.99698
acto acto NCMS000 1
. . Fp 1

Es ser VSIP3S0 1
así así RG 0.999409
que que PR0CN00 0.550139
, , Fc 1
dentro_de dentro_de SP 1
el el DA0MS0 1
procedimiento procedimiento NCMS000 1
de de SP 0.999961
mérito mérito NCMS000 1
, , Fc 1
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
cumple cumplir VMIP3S0 0.994186
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
funciones función NCFP000 0.994186
: : Fd 1
i i NCFS000 1
) ) Fpt 1
fija fijar VMIP3S0 0.308271
los el DA0MP0 0.992728
hechos hecho NCMP000 0.848259
materia materia NCFS000 1
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
, , Fc 1
y y CC 0.999989
ii i_i NCFS000 1
) ) Fpt 1
genera generar VMIP3S0 0.98913
certeza certeza NCFS000 1
acerca_de acerca_de SP 1
las el DA0FP0 0.988184
afirmaciones afirmación NCFP000 1
y y CC 0.999989
alegaciones alegación NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
sujetos sujeto AQ0MP00 0.511294
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
la el DA0FS0 0.98926
Ley_Federal_de_Procedimiento_Administrativo ley_federal_de_procedimiento_administrativo NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
la el DA0FS0 0.98926
“ “ Fra 1
LFPA lfpa NP00000 1
” ” Frc 1
) ) Fpt 1
y y CC 0.999989
el el DA0MS0 1
Código_Federal_de_Procedimientos_Civiles código_federal_de_procedimientos_civiles NP00000 1
( ( Fpa 1
en_lo_sucesivo en_lo_sucesivo RG 1
, , Fc 1
el el DA0MS0 1
“ “ Fra 1
CFPC cfpc NP00000 1
” ” Frc 1
) ) Fpt 1
establecen establecer VMIP3P0 1
que que CS 0.449861
en en SP 1
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
administrativos administrativo AQ0MP00 0.788462
se se P00CN00 0.494509
admitirán admitir VMIF3P0 1
toda todo DI0FS0 0.984467
clase clase NCFS000 1
de de SP 0.999961
pruebas prueba NCFP000 0.997881
, , Fc 1
excepto excepto SP 1
la el DA0FS0 0.98926
confesional confesional AQ0CS00 1
de de SP 0.999961
las el DA0FP0 0.988184
autoridades autoridad NCFP000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
establece establecer VMIP3S0 0.992424
por por SP 1
cuanto cuanto RG 0.414634
a a SP 0.998775
su su DP3CSN 1
valoración valoración NCFS000 1
, , Fc 1
que que CS 0.449861
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
goza gozar VMIP3S0 0.97619
de de SP 0.999961
la el DA0FS0 0.98926
más más RG 0.99993
amplia amplio AQ0FS00 1
libertad libertad NCFS000 0.998188
para para SP 0.999834
hacer hacer VMN0000 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
las el DA0FP0 0.988184
pruebas prueba NCFP000 0.997881
rendidas rendir VMP00PF 1
; ; Fx 1
para para SP 0.999834
determinar determinar VMN0000 1
el el DA0MS0 1
valor valor NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mismas mismo AQ0FP00 0.995495
, , Fc 1
y y CC 0.999989
para para SP 0.999834
fijar fijar VMN0000 1
el el DA0MS0 1
resultado resultado NCMS000 0.924877
final final AQ0CS00 0.365702
de de SP 0.999961
dicha decir VMP00SF 0.819767
valuación valuación NCFS000 1
. . Fp 1

En en SP 1
tal tal DD0CS0 0.672764
sentido sentido NCMS000 0.940835
, , Fc 1
y y CC 0.999989
en_virtud_de en_virtud_de SP 1
que que CS 0.449861
Grupo_AT_&_T grupo_at_&_t NP00000 1
no no RN 0.999297
ofreció ofrecer VMIS3S0 1
pruebas prueba NCFP000 0.997881
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
valora valorar VMIP3S0 0.989241
las el DA0FP0 0.988184
pruebas prueba NCFP000 0.997881
aportadas aportar VMP00PF 1
por por SP 1
Mega_Cable mega_cable NP00000 1
en en SP 1
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
términos término NCMP000 1
: : Fd 1
Pruebas prueba NCFP000 0.995772
ofrecidas ofrecer VMP00PF 1
por por SP 1
Mega_Cable mega_cable NP00000 1
. . Fp 1

Respecto_de respecto_de SP 1
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
consistente consistente AQ0CS00 1
en en SP 1
la el DA0FS0 0.98926
impresión impresión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
pantalla pantalla NCFS000 1
de de SP 1
el el DA0MS0 1
SESI sesi NP00000 1
y y CC 0.999989
con con SP 1
número número NCMS000 1
de de SP 0.999961
registro registro NCMS000 0.992958
IFT/UPR/4881 IFT/UPR/4881 Z 1
y y CC 0.999989
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
de de SP 0.999961
negociación negociación NCFS000 1
mediante mediante SP 0.99763
la el DA0FS0 0.98926
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
pretende pretender VMIP3S0 0.996894
acreditar acreditar VMN0000 1
que que CS 0.449861
Mega_Cable mega_cable NP00000 1
hizo hacer VMIS3S0 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
formal formal AQ0CS00 1
a a SP 0.998775
Grupo_AT_&_T grupo_at_&_t NP00000 1
para para SP 0.999834
acordar acordar VMN0000 1
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
2018 2018 Z 1
; ; Fx 1
este este DD0MS0 0.949201
Instituto instituto NP00000 1
le le PP3CSD0 1
otorga otorgar VMIP3S0 0.983871
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
197 197 Z 1
, , Fc 1
203 203 Z 1
y y CC 0.999989
210-A 210-A Z 1
y y CC 0.999989
217 217 Z 1
de de SP 1
el el DA0MS0 1
CFPC cfpc NP00000 1
, , Fc 1
de de SP 0.999961
aplicación aplicación NCFS000 1
supletoria supletorio AQ0FS00 1
conforme_a conforme_a SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
6 6 Z 1
, , Fc 1
fracción fracción NCFS000 1
VII_de_la_LFTR vii_de_la_lftr NP00000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
hacer hacer VMN0000 1
prueba prueba NCFS000 0.950339
de de SP 0.999961
que que CS 0.449861
en en SP 1
efecto efecto NCMS000 1
, , Fc 1
mediante mediante SP 0.99763
el el DA0MS0 1
escrito escrito NCMS000 0.466887
ingresado ingresar VMP00SM 1
por por SP 1
Mega_Cable mega_cable NP00000 1
en en SP 1
el el DA0MS0 1
SESI sesi NP00000 1
, , Fc 1
solicitó solicitar VMIS3S0 1
a a SP 0.998775
Grupo_AT_&_T grupo_at_&_t NP00000 1
el el DA0MS0 1
inicio inicio NCMS000 0.996183
de de SP 0.999961
negociaciones negociación NCFP000 1
tendientes tendientes AQ0CP00 0.729733
a a SP 0.998775
convenir convenir VMN0000 1
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
en_materia_de en_materia_de SP 1
interconexión interconexión NCFS000 1
, , Fc 1
con con SP 1
lo el DA00S0 0.665165
que que PR0CN00 0.550139
queda quedar VMIP3S0 0.945755
acreditado acreditar VMP00SM 0.623747
que que CS 0.449861
se se P00CN00 0.494509
cumplió cumplir VMIS3S0 1
con con SP 1
el el DA0MS0 1
requisito requisito NCMS000 0.983871
de de SP 0.999961
procedencia procedencia NCFS000 1
referente referente AQ0CS00 0.5
a a SP 0.998775
la el DA0FS0 0.98926
existencia existencia NCFS000 1
de de SP 0.999961
negociaciones negociación NCFP000 1
previas previo AQ0FP00 1
entre entre SP 0.980341
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
. . Fp 1

Respecto_de respecto_de SP 1
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
consistente consistente AQ0CS00 1
en en SP 1
el el DA0MS0 1
“ “ Fra 1
Acuerdo acuerdo NCMS000 0.991798
mediante mediante SP 0.99763
el el DA0MS0 1
cual cual PR0CS00 0.930743
el el DA0MS0 1
Pleno_de_el_Instituto_Federal_de_Telecomunicaciones pleno_de_el_instituto_federal_de_telecomunicaciones NP00000 1
emite emitir VMIP3S0 0.989238
la el DA0FS0 0.98926
metodología metodología NCFS000 1
para para SP 0.999834
el el DA0MS0 1
cálculo cálculo NCMS000 1
de de SP 0.999961
costos costo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
la el DA0FS0 0.98926
Ley_Federal_de_Telecomunicaciones ley_federal_de_telecomunicaciones NP00000 1
y y CC 0.999989
Radiodifusión radiodifusión NP00000 1
” ” Frc 1
; ; Fx 1
el el DA0MS0 1
acuerdo acuerdo NCMS000 0.999311
que que PR0CN00 0.550139
publique publicar VMSP3S0 0.604865
ese ese DD0MS0 0.966694
Instituto instituto NP00000 1
relativo relativo AQ0MS00 0.980769
a a SP 0.998775
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
resultado resultado NCMS000 0.924877
de de SP 0.999961
la el DA0FS0 0.98926
metodología metodología NCFS000 1
para para SP 0.999834
el el DA0MS0 1
cálculo cálculo NCMS000 1
de de SP 0.999961
costos costo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
utilizara utilizar VMSI3S0 0.649967
para para SP 0.999834
resolver resolver VMN0000 1
los el DA0MP0 0.992728
desacuerdos desacuerdo NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
presenten presentar VMSP3P0 0.980769
respecto_de respecto_de SP 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
aplicables aplicable AQ0CP00 1
a a SP 1
el el DA0MS0 1
año_2018 [??:??/??/2018:??.??:??] W 1
, , Fc 1
se se P00CN00 0.494509
le le PP3CSD0 1
otorga otorgar VMIP3S0 0.983871
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
197 197 Z 1
, , Fc 1
202 202 Z 1
, , Fc 1
210-A 210-A Z 1
y y CC 0.999989
217 217 Z 1
de de SP 1
el el DA0MS0 1
CFPC cfpc NP00000 1
, , Fc 1
a a SP 1
el el DA0MS0 1
hacer hacer VMN0000 1
prueba prueba NCFS000 0.950339
sobre sobre SP 0.997804
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
de de SP 0.999961
publicar publicar VMN0000 1
las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
aplicables aplicable AQ0CP00 1
a a SP 0.998775
los el DA0MP0 0.992728
servicios servicio NCMP000 1
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
resulten resultar VMSP3P0 0.941964
de de SP 0.999961
la el DA0FS0 0.98926
metodología metodología NCFS000 1
de de SP 0.999961
costos costo NCMP000 1
. . Fp 1

En en SP 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
presuncional presuncional AQ0CS00 1
, , Fc 1
en en SP 1
su su DP3CSN 1
doble doble AQ0CS00 0.847887
aspecto aspecto NCMS000 1
, , Fc 1
legal legal AQ0CS00 1
y y CC 0.999989
humana humano AQ0FS00 0.984536
, , Fc 1
se se P00CN00 0.494509
le le PP3CSD0 1
da dar VMIP3S0 0.998555
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
los el DA0MP0 0.992728
artículos artículo NCMP000 1
197 197 Z 1
y y CC 0.999989
218 218 Z 1
de de SP 1
el el DA0MS0 1
CFPC cfpc NP00000 1
a a SP 1
el el DA0MS0 1
ser ser VSN0000 0.959637
ésta este PD0FS00 1
la el DA0FS0 0.98926
consecuencia consecuencia NCFS000 1
lógica lógico AQ0FS00 0.537879
y y CC 0.999989
natural natural AQ0CS00 0.971939
de de SP 0.999961
hechos hecho NCMP000 0.848259
conocidos conocer VMP00PM 0.901786
y y CC 0.999989
probados probar VMP00PM 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
hacer hacer VMN0000 1
la el DA0FS0 0.98926
deducción deducción NCFS000 1
respectiva respectivo AQ0FS00 1
. . Fp 1

Respecto_de respecto_de SP 1
la el DA0FS0 0.98926
instrumental instrumental NCMS000 0.447722
, , Fc 1
se se P00CN00 0.494509
le le PP3CSD0 1
otorga otorgar VMIP3S0 0.983871
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
a a SP 1
el el DA0MS0 1
constituir constituir VMN0000 1
se se PP3CN00 1
dicha decir VMP00SF 0.819767
prueba prueba NCFS000 0.950339
con con SP 1
las el DA0FP0 0.988184
constancias constancia NCFP000 1
que que PR0CN00 0.550139
obran obrar VMIP3P0 1
en en SP 1
el el DA0MS0 1
sumario sumario NCMS000 0.736395
y y CC 0.999989
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
principio principio NCMS000 0.997238
ontológico ontológico AQ0MS00 1
de de SP 0.999961
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
lo el DA00S0 0.665165
ordinario ordinario NCMS000 0.338706
se se P00CN00 0.494509
presume presumir VMIP3S0 0.889272
. . Fp 1

CUARTO cuarto NCMS000 0.343537
. . Fp 1
- - Fg 1
Condiciones condición NCFP000 0.99684
no no RN 0.999297
convenidas convenir VMP00PF 1
sujetas sujeto AQ0FP00 0.982234
a a SP 0.998775
resolución resolución NCFS000 1
. . Fp 1
– – Fz 1
En en NP00000 1
suscrito suscribir VMP00SM 1
de de SP 0.999961
desahogo desahogo NCMS000 0.989709
de de SP 0.999961
prevención prevención NCFS000 1
, , Fc 1
Mega_Cable mega_cable NP00000 1
plantea plantear VMIP3S0 0.992424
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
no no RN 0.999297
pudo poder VMIS3S0 1
convenir convenir VMN0000 1
con con SP 1
Grupo_AT_&_T grupo_at_&_t NP00000 1
: : Fd 1
Las el DA0FP0 0.988184
tarifas tarifa NCFP000 0.992958
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
pagar pagar VMN0000 1
se se PP3CN00 1
de de SP 0.999961
manera manera NCFS000 1
recíproca recíproco AQ0FS00 0.661294
Mega_Cable mega_cable NP00000 1
