ACUERDO_MEDIANTE_EL_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_EXPIDE_LOS_LINEAMIENTOS_DE_AUSTERIDAD_Y_AJUSTE_PRESUPUESTARIO_PARA_EL_EJERCICIO_FISCAL acuerdo_mediante_el_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_expide_los_lineamientos_de_austeridad_y_ajuste_presupuestario_para_el_ejercicio_fiscal NP00000 1
el el DA0MS0 1
Estatuto_Orgánico_de_el_Instituto_Federal_de_Telecomunicaciones estatuto_orgánico_de_el_instituto_federal_de_telecomunicaciones NP00000 1
, , Fc 1
así_como así_como CC 1
el el DA0MS0 1
Órgano_Interno_de_Control_de_el_IFT órgano_interno_de_control_de_el_ift NP00000 1
. . Fp 1

AJUSTE_EN_REDUCCIÓN_A_EL_PRESUPUESTO_Derivado ajuste_en_reducción_a_el_presupuesto_derivado NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
implementación implementación NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
normas norma NCFP000 1
de de SP 0.999961
disciplina disciplina NCFS000 0.98374
presupuestaria presupuestario AQ0FS00 1
en en SP 1
la el DA0FS0 0.98926
Administración_Pública_Federal administración_pública_federal NP00000 1
por por SP 1
el el DA0MS0 1
ajuste ajuste NCMS000 0.814516
preventivo preventivo AQ0MS00 1
a a SP 1
el el DA0MS0 1
gasto gasto NCMS000 0.995283
público público AQ0MS00 0.409696
para para SP 0.999834
hacer_frente hacer_frente VMN0000 1
a a SP 1
el el DA0MS0 1
deterioro deterioro NCMS000 0.992958
de de SP 1
el el DA0MS0 1
entorno entorno NCMS000 0.995283
global global AQ0CS00 1
, , Fc 1
y y CC 0.999989
la el DA0FS0 0.98926
necesaria necesario AQ0FS00 1
coadyuvancia coadyuvancia NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
entes ente NCMP000 1
autónomos autónomo AQ0MP00 0.661294
ordenada ordenar VMP00SF 0.623747
por por SP 1
la el DA0FS0 0.98926
Ley_Federal_de_Presupuesto ley_federal_de_presupuesto NP00000 1
y y CC 0.999989
Responsabilidad_Hacendaria responsabilidad_hacendaria NP00000 1
, , Fc 1
se se P00CN00 0.494509
determina determinar VMIP3S0 0.989241
un uno DI0MS0 0.99698
ajuste ajuste NCMS000 0.814516
en en SP 1
reducción reducción NCFS000 1
a a SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
autorizado autorizar VMP00SM 1
de de SP 1
el el DA0MS0 1
Instituto_Federal_de_Telecomunicaciones_para_el_Ejercicio_Fiscal instituto_federal_de_telecomunicaciones_para_el_ejercicio_fiscal NP00000 1
de de SP 0.999961
2016 2016 Z 1
por por SP 1
la el DA0FS0 0.98926
cantidad cantidad NCFS000 1
de de SP 0.999961
$35,000,000.00 $35,000,000.00 Z 1
( ( Fpa 1
treinta_y_cinco_millones_de_pesos $_CUP:35000000 Zm 1
00/100 00/100 Z 1
M.N. m.n. NP00000 1
) ) Fpt 1
. . Fp 1

Los el DA0MP0 0.992728
recursos recurso NCMP000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
originen originar VMSP3P0 0.941964
de de SP 0.999961
la el DA0FS0 0.98926
aplicación aplicación NCFS000 1
de de SP 1
el el DA0MS0 1
ajuste ajuste NCMS000 0.814516
a a SP 1
el el DA0MS0 1
presupuesto presupuesto NCMS000 0.988439
contemplado contemplar VMP00SM 1
en en SP 1
este este DD0MS0 0.949201
apartado apartado NCMS000 0.663043
se se P00CN00 0.494509
reintegraran reintegrar VMSI3P0 1
a a SP 0.998775
la el DA0FS0 0.98926
Tesorería_de_la_Federación tesorería_de_la_federación NP00000 1
una_vez_que una_vez_que CS 1
hayan haber VASP3P0 0.994792
sido ser VSP00SM 1
generados generar VMP00PM 1
conforme_a conforme_a SP 1
el el DA0MS0 1
apartado apartado NCMS000 0.663043
III iii NP00000 1
. . Fp 1

MEDIDAS_DE_AUSTERIDAD_Y_DISCIPLINA_DE_EL_GASTO_PARA_EL_EJERCICIO medidas_de_austeridad_y_disciplina_de_el_gasto_para_el_ejercicio NP00000 1
2016 2016 Z 1
DISPOSICIONES_EN_MATERIA_DE_SERVICIOS_PERSONALES disposiciones_en_materia_de_servicios_personales NP00000 1
1 1 Z 1
. . Fp 1

Se se P00CN00 0.494509
generarán generar VMIF3P0 1
ahorros ahorro NCMP000 1
en en SP 1
la el DA0FS0 0.98926
partida partida NCFS000 0.993827
de de SP 0.999961
sueldos sueldo NCMP000 1
y y CC 0.999989
salarios salario NCMP000 1
así_como así_como CC 1
en en SP 1
el el DA0MS0 1
gasto gasto NCMS000 0.995283
en en SP 1
plazas plaza NCFP000 1
eventuales eventual AQ0CP00 0.788462
y y CC 0.999989
por por SP 1
honorarios honorario NCMP000 0.638625
principalmente principalmente RG 1
por por SP 1
vacancia vacancia NCFS000 1
. . Fp 1

La el DA0FS0 0.98926
Dirección_General_de_Administración dirección_general_de_administración NP00000 1
, , Fc 1
Organización organización NP00000 1
y y CC 0.999989
Desarrollo_de_Capital_Humano desarrollo_de_capital_humano NP00000 1
autorizará autorizar VMIF3S0 1
la el DA0FS0 0.98926
ocupación ocupación NCFS000 1
de de SP 0.999961
plazas plaza NCFP000 1
vacantes vacante AQ0CP00 0.36148
, , Fc 1
únicamente únicamente RG 1
cuando cuando CS 0.86298
se se P00CN00 0.494509
cumplan cumplir VMSP3P0 0.980769
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
establecidos establecer VMP00PM 1
para para SP 0.999834
el el DA0MS0 1
reclutamiento reclutamiento NCMS000 1
y y CC 0.999989
selección selección NCFS000 1
de de SP 0.999961
personal personal NCMS000 0.288851
para para SP 0.999834
la el DA0FS0 0.98926
ocupación ocupación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
plaza plaza NCFS000 1
. . Fp 1

2 2 Z 1
. . Fp 1

Los el DA0MP0 0.992728
sueldos sueldo NCMP000 1
y y CC 0.999989
salarios salario NCMP000 1
, , Fc 1
así_como así_como CC 1
las el DA0FP0 0.988184
prestaciones prestación NCFP000 1
económicas económico AQ0FP00 1
o o CC 0.999864
en en SP 1
especie especie NCFS000 1
, , Fc 1
deberán deber VMIF3P0 1
ajustar ajustar VMN0000 1
se se PP3CN00 1
a a SP 0.998775
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
Manual_de_Percepciones manual_de_percepciones NP00000 1
para para SP 0.999834
los el DA0MP0 0.992728
servidores servidor NCMP000 1
públicos público AQ0MP00 0.974537
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
para para SP 0.999834
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal NCCS000 0.561475
2016 2016 Z 1
. . Fp 1

MEDIDAS_ESPECÍFICAS_PARA_REDUCIR_EL_GASTO_DE_OPERACIÓN medidas_específicas_para_reducir_el_gasto_de_operación NP00000 1
3 3 Z 1
. . Fp 1

Las el DA0FP0 0.988184
UA ua NP00000 1
reducirán reducir VMIF3P0 1
el el DA0MS0 1
gasto gasto NCMS000 0.995283
por por SP 1
concepto concepto NCMS000 1
de de SP 0.999961
comisiones comisión NCFP000 0.992424
nacionales nacional AQ0CP00 1
y y CC 0.999989
a a SP 1
el el DA0MS0 1
extranjero extranjero NCMS000 0.825342
con_respecto_a con_respecto_a SP 1
los el DA0MP0 0.992728
montos monto NCMP000 1
originalmente originalmente RG 1
aprobados aprobar VMP00PM 0.623747
, , Fc 1
así_como así_como CC 1
el el DA0MS0 1
número número NCMS000 1
de de SP 0.999961
participantes participante NCCP000 0.983871
a a SP 1
el el DA0MS0 1
mínimo mínimo NCMS000 0.156489
indispensable indispensable AQ0CS00 1
. . Fp 1

4 4 Z 1
. . Fp 1

Se se P00CN00 0.494509
reducirá reducir VMIF3S0 1
el el DA0MS0 1
gasto gasto NCMS000 0.995283
en en SP 1
comunicación comunicación NCFS000 1
social social AQ0CS00 0.998783
, , Fc 1
y y CC 0.999989
se se P00CN00 0.494509
sujetará sujetar VMIF3S0 1
a a SP 0.998775
lo el DA00S0 0.665165
dispuesto disponer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
17 17 Z 1
de de SP 1
el el DA0MS0 1
PEF pef NP00000 1
2016 2016 Z 1
. . Fp 1

5 5 Z 1
. . Fp 1

Las el DA0FP0 0.988184
UA ua NP00000 1
reducirán reducir VMIF3P0 1
las el DA0FP0 0.988184
erogaciones erogación NCFP000 1
por por SP 1
concepto concepto NCMS000 1
de de SP 0.999961
orden orden NCCS000 1
social social AQ0CS00 0.998783
, , Fc 1
así_como así_como CC 1
los el DA0MP0 0.992728
destinados destinar VMP00PM 1
a a SP 0.998775
la el DA0FS0 0.98926
realización realización NCFS000 1
de de SP 0.999961
congresos congreso NCMP000 1
, , Fc 1
convenciones convención NCFP000 1
, , Fc 1
exposiciones exposición NCFP000 1
, , Fc 1
seminarios seminario NCMP000 1
, , Fc 1
espectáculos espectáculo NCMP000 1
culturales cultural AQ0CP00 1
, , Fc 1
simposios simposio NCMP000 1
o o CC 0.999864
cualquier cualquiera DI0CS0 1
otro otro DI0MS0 0.658501
tipo tipo NCMS000 1
de de SP 0.999961
foro foro NCMS000 1
o o CC 0.999864
evento evento NCMS000 1
análogo análogo AQ0MS00 1
. . Fp 1

6 6 Z 1
. . Fp 1

La el DA0FS0 0.98926
adquisición adquisición NCFS000 1
y y CC 0.999989
los el DA0MP0 0.992728
arrendamientos arrendamiento NCMP000 1
de de SP 0.999961
inmuebles inmueble NCMP000 0.638706
procederán proceder VMIF3P0 1
exclusivamente exclusivamente RG 1
para para SP 0.999834
cubrir cubrir VMN0000 1
el el DA0MS0 1
déficit déficit NCMS000 1
de de SP 0.999961
espacios espacio NCMP000 1
físicos físico AQ0MP00 0.794118
disponibles disponible AQ0CP00 1
para para SP 0.999834
el el DA0MS0 1
personal personal NCMS000 0.288851
requerido requerir VMP00SM 1
para para SP 0.999834
desarrollar desarrollar VMN0000 1
las el DA0FP0 0.988184
funciones función NCFP000 0.994186
y y CC 0.999989
atribuciones atribución NCFP000 1
que que PR0CN00 0.550139
tiene tener VMIP3S0 1
el el DA0MS0 1
Instituto instituto NP00000 1
y y CC 0.999989
previo previo AQ0MS00 0.983871
análisis análisis NCMN000 1
costo costo NCMS000 1
beneficio beneficio NCMS000 0.994505
. . Fp 1

7 7 Z 1
. . Fp 1

Para para SP 0.999834
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal NCCS000 0.561475
2016 2016 Z 1
, , Fc 1
se se P00CN00 0.494509
autorizarán autorizar VMIF3P0 1
erogaciones erogación NCFP000 1
para para SP 0.999834
la el DA0FS0 0.98926
remodelación remodelación NCFS000 1
de de SP 0.999961
oficinas oficina NCFP000 1
únicamente únicamente RG 1
cuando cuando CS 0.86298
tengan tener VMSP3P0 0.78169
como como CS 0.967153
objeto objeto NCMS000 0.996183
una uno DI0FS0 0.951973
ocupación ocupación NCFS000 1
más más RG 0.99993
eficiente eficiente AQ0CS00 1
de de SP 0.999961
los el DA0MP0 0.992728
espacios espacio NCMP000 1
, , Fc 1
a_efecto_de a_efecto_de SP 1
reducir reducir VMN0000 1
las el DA0FP0 0.988184
necesidades necesidad NCFP000 1
de de SP 0.999961
adquisición adquisición NCFS000 1
o o CC 0.999864
arrendamiento arrendamiento NCMS000 1
de de SP 0.999961
inmuebles inmueble NCMP000 0.638706
. . Fp 1

De de SP 0.999961
igual igual AQ0CS00 0.592493
forma forma NCFS000 0.987798
, , Fc 1
se se P00CN00 0.494509
autorizarán autorizar VMIF3P0 1
las el DA0FP0 0.988184
remodelaciones remodelación NCFP000 1
a a SP 0.998775
los el DA0MP0 0.992728
espacios espacio NCMP000 1
que que PR0CN00 0.550139
requieran requerir VMSP3P0 0.941964
medidas medida NCFP000 0.999067
de de SP 0.999961
seguridad seguridad NCFS000 1
específicas específico AQ0FP00 1
para para SP 0.999834
que que CS 0.449861
las el DA0FP0 0.988184
UA ua NP00000 1
puedan poder VMSP3P0 0.997382
desempeñar desempeñar VMN0000 1
sus su DP3CPN 0.999903
funciones función NCFP000 0.994186
o o CC 0.999864
brindar brindar VMN0000 1
mejor mejor AQ0CS00 0.787388
atención atención NCFS000 0.997312
a a SP 1
el el DA0MS0 1
público público NCMS000 0.590304
; ; Fx 1
remodelaciones remodelación NCFP000 1
que que PR0CN00 0.550139
tengan tener VMSP3P0 0.78169
como como CS 0.967153
objeto objeto NCMS000 0.996183
adaptar adaptar VMN0000 1
espacios espacio NCMP000 1
para para SP 0.999834
que que CS 0.449861
el el DA0MS0 1
Instituto instituto NP00000 1
cumpla cumplir VMSP3S0 0.474178
con con SP 1
su su DP3CSN 1
mandato mandato NCMS000 1
y y CC 0.999989
las el DA0FP0 0.988184
que que PR0CN00 0.550139
se se P00CN00 0.494509
destinen destinar VMSP3P0 0.941964
para para SP 0.999834
reparar reparar VMN0000 1
daños daño NCMP000 1
provenientes proveniente AQ0CP00 1
de de SP 0.999961
casos caso NCMP000 1
fortuitos fortuito AQ0MP00 1
, , Fc 1
así_como así_como CC 1
aquellas aquel PD0FP00 0.180233
que que PR0CN00 0.550139
permitan permitir VMSP3P0 0.990196
que que CS 0.449861
los el DA0MP0 0.992728
espacios espacio NCMP000 1
cuenten contar VMSP3P0 0.941964
con con SP 1
condiciones condición NCFP000 0.998418
de de SP 0.999961
accesibilidad accesibilidad NCFS000 1
para para SP 0.999834
personas persona NCFP000 0.999585
con con SP 1
discapacidad discapacidad NCFS000 1
. . Fp 1

8 8 Z 1
. . Fp 1

En_materia_de en_materia_de SP 1
control control NCMS000 1
vehicular vehicular AQ0CS00 0.597708
se se P00CN00 0.494509
adoptarán adoptar VMIF3P0 1
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
medidas medida NCFP000 0.999067
: : Fd 1
a a SP 0.998775
) ) Fpt 1
La_DGARMSG la_dgarmsg NP00000 1
procurará procurar VMIF3S0 1
contratar contratar VMN0000 1
servicios servicio NCMP000 1
integrales integral AQ0CP00 0.640809
de de SP 0.999961
transporte transporte NCMS000 0.990132
vehicular vehicular AQ0CS00 0.597708
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
arrendar arrendar VMN0000 1
vehículos vehículo NCMP000 1
que que PR0CN00 0.550139
resulten resultar VMSP3P0 0.941964
estrictamente estrictamente RG 1
indispensables indispensable AQ0CP00 1
para para SP 0.999834
cubrir cubrir VMN0000 1
las el DA0FP0 0.988184
necesidades necesidad NCFP000 1
de de SP 0.999961
transportación transportación NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
, , Fc 1
para para SP 0.999834
sustituir sustituir VMN0000 1
aquellos aquel PD0MP00 0.406832
que que PR0CN00 0.550139
se se P00CN00 0.494509
encuentren encontrar VMSP3P0 0.941964
en en SP 1
mal mal AQ0MS00 0.322632
estado estado NCMS000 0.647596
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
su su DP3CSN 1
operación operación NCFS000 1
sea ser VSSP1S0 0.49434
demasiado demasiado RG 0.947005
costosa costoso AQ0FS00 1
, , Fc 1
y y CC 0.999989
para para SP 0.999834
cubrir cubrir VMN0000 1
las el DA0FP0 0.988184
bajas baja NCFP000 0.566434
por por SP 1
siniestro siniestro NCMS000 0.663043
; ; Fx 1
b b NCFS000 1
) ) Fpt 1
Las_UA las_ua NP00000 1
propiciarán propiciar VMIF3P0 1
el el DA0MS0 1
uso uso NCMS000 0.998047
eficiente eficiente AQ0CS00 1
de de SP 1
el el DA0MS0 1
parque parque NCMS000 1
vehicular vehicular AQ0CS00 0.597708
, , Fc 1
así_como así_como CC 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
oportuno oportuno AQ0MS00 1
de de SP 0.999961
los el DA0MP0 0.992728
programas programa NCMP000 0.996795
de de SP 0.999961
mantenimiento mantenimiento NCMS000 1
preventivo preventivo AQ0MS00 1
, , Fc 1
correctivo correctivo AQ0MS00 0.391374
y y CC 0.999989
de de SP 0.999961
verificación verificación NCFS000 1
vehicular vehicular AQ0CS00 0.597708
, , Fc 1
para para SP 0.999834
contribuir contribuir VMN0000 1
en en SP 1
la el DA0FS0 0.98926
disminución disminución NCFS000 1
de de SP 1
el el DA0MS0 1
consumo consumo NCMS000 0.995485
de de SP 0.999961
combustibles combustible NCMP000 0.980769
y y CC 0.999989
lubricantes lubricante NCMP000 0.338706
; ; Fx 1
c c NCFS000 1
) ) Fpt 1
En en NP00000 1
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal AQ0CS00 0.438525
2016 2016 Z 1
no no RN 0.999297
se se P00CN00 0.494509
podrán poder VMIF3P0 1
adquirir adquirir VMN0000 1
vehículos vehículo NCMP000 1
distintos distinto AQ0MP00 0.321429
a a SP 0.998775
los el DA0MP0 0.992728
destinados destinar VMP00PM 1
a a SP 0.998775
la el DA0FS0 0.98926
modernización modernización NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
flota flota NCFS000 0.855422
empleada emplear VMP00SF 0.423747
para para SP 0.999834
el el DA0MS0 1
Sistema_de_Comprobación_Técnica_de_el_Espectro_Radioeléctrico sistema_de_comprobación_técnica_de_el_espectro_radioeléctrico NP00000 1
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
el el DA0MS0 1
proyecto proyecto NCMS000 0.999084
de de SP 0.999961
inversión inversión NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
, , Fc 1
y y CC 0.999989
d d NCFS000 1
) ) Fpt 1
La_DGARMSG la_dgarmsg NP00000 1
incluirá incluir VMIF3S0 1
en en SP 1
el el DA0MS0 1
Programa_de_Disposición_Final programa_de_disposición_final NP00000 1
y y CC 0.999989
Baja_de_Bienes_Muebles baja_de_bienes_muebles NP00000 1
la el DA0FS0 0.98926
baja baja NCFS000 0.524725
de de SP 0.999961
vehículos vehículo NCMP000 1
que que PR0CN00 0.550139
hayan haber VASP3P0 0.994792
cumplido cumplir VMP00SM 0.993421
su su DP3CSN 1
vida vida NCFS000 1
útil útil AQ0CS00 0.987805
y y CC 0.999989
cuyo cuyo PR0MS00 1
costo costo NCMS000 1
de de SP 0.999961
mantenimiento mantenimiento NCMS000 1
resulte resultar VMSP3S0 0.634863
oneroso oneroso AQ0MS00 1
. . Fp 1

La el DA0FS0 0.98926
enajenación enajenación NCFS000 1
de de SP 0.999961
estos este DD0MP0 0.972009
bienes bien NCMP000 1
se se P00CN00 0.494509
llevará llevar VMIF3S0 1
conforme_a conforme_a SP 1
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
de de SP 0.999961
disposición disposición NCFS000 1
final final AQ0CS00 0.365702
establecidos establecer VMP00PM 1
en en SP 1
las el DA0FP0 0.988184
Normas normas NP00000 1
en_materia_de en_materia_de SP 1
administración administración NCFS000 1
, , Fc 1
control control NCMS000 1
y y CC 0.999989
enajenación enajenación NCFS000 1
de de SP 0.999961
bienes bien NCMP000 1
muebles mueble AQ0CP00 0.315814
y y CC 0.999989
para para SP 0.999834
la el DA0FS0 0.98926
adquisición adquisición NCFS000 1
, , Fc 1
arrendamiento arrendamiento NCMS000 1
y y CC 0.999989
enajenación enajenación NCFS000 1
de de SP 0.999961
bienes bien NCMP000 1
inmuebles inmueble AQ0CP00 0.361294
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
; ; Fx 1
9 9 Z 1
. . Fp 1

Para para SP 0.999834
el el DA0MS0 1
ejercicio ejercicio NCMS000 1
fiscal fiscal NCCS000 0.561475
2016 2016 Z 1
, , Fc 1
procederá proceder VMIF3S0 1
la el DA0FS0 0.98926
adquisición adquisición NCFS000 1
de de SP 0.999961
mobiliario mobiliario NCMS000 0.413687
sólo sólo RG 1
cuando cuando CS 0.86298
sea ser VSSP1S0 0.49434
indispensable indispensable AQ0CS00 1
cubrir cubrir VMN0000 1
algún alguno DI0MS0 1
déficit déficit NCMS000 1
, , Fc 1
así_como así_como CC 1
aquel aquel PD0MS00 0.120853
que que PR0CN00 0.550139
resulte resultar VMSP3S0 0.634863
necesario necesario AQ0MS00 1
para para SP 0.999834
sustituir sustituir VMN0000 1
las el DA0FP0 0.988184
bajas baja NCFP000 0.566434
por por SP 1
obsolescencia obsolescencia NCFS000 1
o o CC 0.999864
que que PR0CN00 0.550139
sea ser VSSP1S0 0.49434
necesario necesario AQ0MS00 1
para para SP 0.999834
una uno DI0FS0 0.951973
ocupación ocupación NCFS000 1
más más RG 0.99993
eficiente eficiente AQ0CS00 1
de de SP 0.999961
los el DA0MP0 0.992728
espacios espacio NCMP000 1
en en SP 1
los el DA0MP0 0.992728
inmuebles inmueble NCMP000 0.638706
. . Fp 1

10 10 Z 1
. . Fp 1

La el DA0FS0 0.98926
UADM uadm NP00000 1
continuará continuar VMIF3S0 1
promoviendo promover VMG0000 1
una uno DI0FS0 0.951973
cultura cultura NCFS000 1
de de SP 0.999961
sustentabilidad sustentabilidad NCFS000 1
y y CC 0.999989
responsabilidad responsabilidad NCFS000 1
ambiental ambiental AQ0CS00 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
aplicación aplicación NCFS000 1
de de SP 1
el el DA0MS0 1
programa programa NCMS000 0.997879
que que PR0CN00 0.550139
incluye incluir VMIP3S0 0.95045
prácticas práctica NCFP000 0.685185
y y CC 0.999989
procesos proceso NCMP000 1
integrales integral AQ0CP00 0.640809
que que PR0CN00 0.550139
permiten permitir VMIP3P0 1
el el DA0MS0 1
ahorro ahorro NCMS000 0.992424
de de SP 0.999961
recursos recurso NCMP000 1
naturales natural AQ0CP00 0.991803
y y CC 0.999989
materiales material AQ0CP00 0.109375
, , Fc 1
como como CS 0.967153
es ser VSIP3S0 1
la el DA0FS0 0.98926
adquisición adquisición NCFS000 1
de de SP 0.999961
productos producto NCMP000 0.998512
y y CC 0.999989
servicios servicio NCMP000 1
de de SP 0.999961
bajo bajo SP 0.909179
impacto impacto NCMS000 0.992958
ambiental ambiental AQ0CS00 1
, , Fc 1
ahorro ahorro NCMS000 0.992424
y y CC 0.999989
eficiencia eficiencia NCFS000 1
energética energético AQ0FS00 0.661294
, , Fc 1
consumo consumo NCMS000 0.995485
responsable responsable AQ0CS00 0.241697
de de SP 1
el el DA0MS0 1
agua agua NCCS000 0.997446
y y CC 0.999989
materiales material NCMP000 0.890625
y y CC 0.999989
útiles útil NCMP000 0.338767
de de SP 0.999961
oficina oficina NCFS000 1
, , Fc 1
reutilización reutilización NCFS000 1
y y CC 0.999989
reciclado reciclado NCMS000 0.451255
, , Fc 1
campañas campaña NCFP000 1
de de SP 0.999961
concientización concientización NCFS000 1
, , Fc 1
entre entre SP 0.980341
otros otro PI0MP00 0.254022
, , Fc 1
con con SP 1
el el DA0MS0 1
fin fin NCMS000 1
de de SP 0.999961
reforzar reforzar VMN0000 1
hábitos hábito NCMP000 1
sustentables sustentable AQ0CP00 1
en en SP 1
el el DA0MS0 1
personal personal NCMS000 0.288851
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
. . Fp 1

En en SP 1
particular particular AQ0CS00 0.827869
, , Fc 1
para para SP 0.999834
2016 2016 Z 1
se se P00CN00 0.494509
promoverá promover VMIF3S0 1
la el DA0FS0 0.98926
compra compra NCFS000 0.890785
de de SP 0.999961
productos producto NCMP000 0.998512
con con SP 1
cierto cierto DI0MS0 0.256356
porcentaje porcentaje NCMS000 1
de de SP 0.999961
material material NCMS000 0.783688
reciclable reciclable AQ0CS00 1
que que PR0CN00 0.550139
pueda poder VMSP3S0 0.499421
ser ser VSN0000 0.959637
biodegradable biodegradable AQ0CS00 1
y y CC 0.999989
/ / Fh 1
o o CC 0.999864
productos producto NCMP000 0.998512
de de SP 0.999961
fibras fibra NCFP000 1
naturales natural AQ0CP00 0.991803
; ; Fx 1
así_como así_como CC 1
la el DA0FS0 0.98926
compra compra NCFS000 0.890785
de de SP 0.999961
detergentes detergente AQ0CP00 0.561323
líquidos líquido NCMP000 0.97619
que que PR0CN00 0.550139
sean ser VSSP3P0 0.996689
biodegradables biodegradable AQ0CP00 1
, , Fc 1
libres libre AQ0CP00 0.982301
de de SP 0.999961
fosfatos fosfato NCMP000 1
y y CC 0.999989
no no RN 0.999297
corrosivos corrosivo AQ0MP00 1
. . Fp 1

11 11 Z 1
. . Fp 1

La el DA0FS0 0.98926
DGARMSG dgarmsg NP00000 1
continuará continuar VMIF3S0 1
con con SP 1
la el DA0FS0 0.98926
política política NCFS000 0.369481
de de SP 0.999961
donación donación NCFS000 1
de de SP 0.999961
deshecho deshecho NCMS000 0.485846
de de SP 0.999961
papel papel NCMS000 1
y y CC 0.999989
de de SP 0.999961
cartón cartón NCMS000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
genere generar VMSP3S0 0.621227
por por SP 1
la el DA0FS0 0.98926
depuración depuración NCFS000 1
de de SP 0.999961
archivos archivo NCMP000 1
, , Fc 1
a a SP 0.998775
la el DA0FS0 0.98926
Comisión_Nacional_de_Libros_de_Texto_Gratuito comisión_nacional_de_libros_de_texto_gratuito NP00000 1
. . Fp 1

Lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
con con SP 1
el el DA0MS0 1
fin fin NCMS000 1
de de SP 0.999961
apoyar apoyar VMN0000 1
en en SP 1
la el DA0FS0 0.98926
elaboración elaboración NCFS000 1
de de SP 0.999961
material material NCMS000 0.783688
educativo educativo AQ0MS00 1
y y CC 0.999989
contribuir contribuir VMN0000 1
a a SP 0.998775
la el DA0FS0 0.98926
mejora mejora NCFS000 0.940887
de de SP 1
el el DA0MS0 1
medio medio AQ0MS00 0.705097
ambiente ambiente NCMS000 0.978378
. . Fp 1

12 12 Z 1
. . Fp 1

Se se P00CN00 0.494509
continuará continuar VMIF3S0 1
privilegiando privilegiar VMG0000 1
el el DA0MS0 1
uso uso NCMS000 0.998047
de de SP 0.999961
medios medio NCMP000 0.997344
digitales digital AQ0CP00 0.661294
para para SP 0.999834
la el DA0FS0 0.98926
difusión difusión NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
publicaciones publicación NCFP000 1
para para SP 0.999834
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
funciones función NCFP000 0.994186
sustantivas sustantivo AQ0FP00 0.982233
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
. . Fp 1

Sólo sólo RG 1
se se P00CN00 0.494509
autorizará autorizar VMIF3S0 1
la el DA0FS0 0.98926
edición edición NCFS000 1
e y CC 0.987994
impresión impresión NCFS000 1
de de SP 0.999961
libros libro NCMP000 1
y y CC 0.999989
publicaciones publicación NCFP000 1
que que PR0CN00 0.550139
sean ser VSSP3P0 0.996689
estrictamente estrictamente RG 1
necesarias necesario AQ0FP00 1
, , Fc 1
o_bien o_bien CC 1
, , Fc 1
cuando cuando CS 0.86298
así así RG 0.999409
esté estar VMSP3S0 0.495885
previsto prever VMP00SM 1
en en SP 1
algún alguno DI0MS0 1
ordenamiento ordenamiento NCMS000 1
administrativo administrativo AQ0MS00 0.661294
. . Fp 1

En en SP 1
ambos ambos DI0MP0 0.526261
casos caso NCMP000 1
se se P00CN00 0.494509
imprimirá imprimir VMIF3S0 1
únicamente únicamente RG 1
el el DA0MS0 1
tiraje tiraje NCMS000 1
necesario necesario AQ0MS00 1
. . Fp 1

13 13 Z 1
. . Fp 1

La el DA0FS0 0.98926
DGTIC dgtic NP00000 1
promoverá promover VMIF3S0 1
el el DA0MS0 1
uso uso NCMS000 0.998047
de de SP 0.999961
ambientes ambiente NCMP000 0.68093
colaborativos colaborativos AQ0MP00 1
