RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_DETERMINA_LAS_CONDICIONES_DE_INTERCONEXIÓN_NO_CONVENIDAS_ENTRE_LAS_EMPRESAS_AXTEL resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_determina_las_condiciones_de_interconexión_no_convenidas_entre_las_empresas_axtel NP00000 1
proteger proteger VMN0000 1
la el DA0FS0 0.98926
seguridad seguridad NCFS000 1
y y CC 0.999989
la el DA0FS0 0.98926
soberanía soberanía NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
Nación nación NP00000 1
y y CC 0.999989
garantizar garantizar VMN0000 1
su su DP3CSN 1
eficiente eficiente AQ0CS00 1
prestación prestación NCFS000 1
. . Fp 1

Para para SP 0.999834
tales tal DD0CP0 0.742331
efectos efecto NCMP000 1
el el DA0MS0 1
Instituto instituto NP00000 1
establecerá establecer VMIF3S0 1
condiciones condición NCFP000 0.998418
de de SP 0.999961
competencia competencia NCFS000 1
efectiva efectivo AQ0FS00 1
en en SP 1
la el DA0FS0 0.98926
prestación prestación NCFS000 1
de de SP 0.999961
dichos decir VMP00PM 0.97619
servicios servicio NCMP000 1
; ; Fx 1
toda todo DI0FS0 0.984467
vez vez NCFS000 1
que que PR0CN00 0.550139
con con SP 1
un uno DI0MS0 0.99698
mecanismo mecanismo NCMS000 1
de de SP 0.999961
mercado mercado NCMS000 0.999343
se se P00CN00 0.494509
atiende atender VMIP3S0 0.989241
en en SP 1
última último AO0FS00 1
instancia instancia NCFS000 1
a a SP 1
el el DA0MS0 1
interés interés NCMS000 1
de de SP 1
el el DA0MS0 1
público público AQ0MS00 0.409696
usuario usuario NCMS000 0.987805
, , Fc 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
los el DA0MP0 0.992728
artículos artículo NCMP000 1
7 7 Z 1
, , Fc 1
124 124 Z 1
y y CC 0.999989
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
. . Fp 1

Por por SP 1
ello ello PD00S00 1
, , Fc 1
el el DA0MS0 1
legislador legislador NCMS000 0.97619
estableció establecer VMIS3S0 1
( ( Fpa 1
i i NCFS000 1
) ) Fpt 1
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
todos todo DI0MP0 0.70665
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operan operar VMIP3P0 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
de de SP 0.999961
adoptar adoptar VMN0000 1
diseños diseño NCMP000 1
de de SP 0.999961
arquitectura arquitectura NCFS000 1
abierta abrir VMP00SF 1
para para SP 0.999834
garantizar garantizar VMN0000 1
la el DA0FS0 0.98926
interconexión interconexión NCFS000 1
e y CC 0.987994
interoperabilidad interoperabilidad NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
, , Fc 1
contenida contener VMP00SF 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
124 124 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
; ; Fx 1
( ( Fpa 1
ii i_i NCFS000 1
) ) Fpt 1
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operan operar VMIP3P0 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
125 125 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
, , Fc 1
y y CC 0.999989
( ( Fpa 1
iii iii NCCS000 0.174057
) ) Fpt 1
que que CS 0.449861
dicha decir VMP00SF 0.819767
interconexión interconexión NCFS000 1
se se P00CN00 0.494509
realice realizar VMSP3S0 0.534863
en en SP 1
condiciones condición NCFP000 0.998418
no no RN 0.999297
discriminatorias discriminatorio AQ0FP00 1
, , Fc 1
transparentes transparente AQ0CP00 0.992708
y y CC 0.999989
basadas basar VMP00PF 0.58091
en en SP 1
criterios criterio NCMP000 1
objetivos objetivo AQ0MP00 0.0376712
. . Fp 1

Ahora_bien ahora_bien RG 1
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
129 129 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
regula regular VMIP3S0 0.971059
el el DA0MS0 1
procedimiento procedimiento NCMS000 1
que que PR0CN00 0.550139
ha haber VMIP3S0 5.55463e-05
de de SP 0.999961
observar observar VMN0000 1
el el DA0MS0 1
Instituto instituto NP00000 1
a_efecto_de a_efecto_de SP 1
determinar determinar VMN0000 1
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
, , Fc 1
términos término NCMP000 1
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
no no RN 0.999297
convenidas convenir VMP00PF 1
. . Fp 1

Para para SP 0.999834
estos este DD0MP0 0.972009
fines fin NCMP000 0.994186
dispone disponer VMIP3S0 1
que que CS 0.449861
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operen operar VMSP3P0 0.941964
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
deberán deber VMIF3P0 1
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
, , Fc 1
y y CC 0.999989
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
suscribir suscribir VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
sesenta_días TM_d:60 Zu 1
naturales natural AQ0CP00 0.991803
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
sea ser VSSP1S0 0.49434
presentada presentar VMP00SF 1
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

Esto este PD00S00 1
es ser VSIP3S0 1
, , Fc 1
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operan operar VMIP3P0 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
tienen tener VMIP3P0 1
la el DA0FS0 0.98926
libertad libertad NCFS000 0.998188
de de SP 0.999961
negociar negociar VMN0000 1
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
a_través_de a_través_de SP 1
el el DA0MS0 1
SESI sesi NP00000 1
, , Fc 1
mismos mismo PI0MP00 0.47076
que que PR0CN00 0.550139
deberán deber VMIF3P0 1
reflejar reflejar VMN0000 1
se se PP3CN00 1
en en SP 1
el el DA0MS0 1
convenio convenio NCMS000 1
que que PR0CN00 0.550139
a a SP 1
el el DA0MS0 1
efecto efecto NCMS000 1
suscriban suscribir VMSP3P0 0.941964
; ; Fx 1
sin sin SP 1
embargo embargo NCMS000 0.995283
, , Fc 1
de de SP 0.999961
no no RN 0.999297
convenir convenir VMN0000 1
podrán poder VMIF3P0 1
solicitar solicitar VMN0000 1
la el DA0FS0 0.98926
intervención intervención NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
para para SP 0.999834
que que CS 0.449861
éste este PD0MS00 1
determine determinar VMSP3S0 0.634863
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
no no RN 0.999297
convenidas convenir VMP00PF 1
. . Fp 1

En_virtud_de en_virtud_de SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
se se P00CN00 0.494509
indica indicar VMIP3S0 0.995495
que que CS 0.449861
: : Fd 1
( ( Fpa 1
i i NCFS000 1
) ) Fpt 1
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
están estar VMIP3P0 0.99949
obligados obligar VMP00PM 0.991071
a a SP 0.998775
interconectar interconectar VMN0000 1
sus su DP3CPN 0.999903
redes red NCFP000 0.990196
y y CC 0.999989
, , Fc 1
a a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
suscribir suscribir VMN0000 1
un uno DI0MS0 0.99698
convenio convenio NCMS000 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
sesenta 60 Z 1
( ( Fpa 1
60 60 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
que que CS 0.449861
alguno alguno PI0MS00 0.706612
de de SP 0.999961
ellos ellos PP3MP00 1
lo lo PP3MSA0 0.334764
solicite solicitar VMSP3S0 0.634863
; ; Fx 1
( ( Fpa 1
ii i_i NCFS000 1
) ) Fpt 1
transcurridos transcurrir VMP00PM 1
los el DA0MP0 0.992728
sesenta 60 Z 1
( ( Fpa 1
60 60 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
sin sin SP 1
que que CS 0.449861
las el DA0FP0 0.988184
partes parte NCCP000 0.997076
hayan haber VASP3P0 0.994792
llegado llegar VMP00SM 1
a a SP 0.998775
un uno DI0MS0 0.99698
acuerdo acuerdo NCMS000 0.999311
, , Fc 1
a a SP 0.998775
solicitud solicitud NCFS000 1
de de SP 0.999961
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
resolverá resolver VMIF3S0 1
los el DA0MP0 0.992728
términos término NCMP000 1
y y CC 0.999989
condiciones condición NCFP000 0.998418
de de SP 0.999961
interconexión interconexión NCFS000 1
no no RN 0.999297
convenidos convenir VMP00PM 1
sometidas someter VMP00PF 1
a a SP 0.998775
su su DP3CSN 1
competencia competencia NCFS000 1
, , Fc 1
dicha decir VMP00SF 0.819767
solicitud solicitud NCFS000 1
deberá deber VMIF3S0 1
someter someter VMN0000 1
se se PP3CN00 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
dentro_de dentro_de SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
cuarenta_y_cinco 45 Z 1
( ( Fpa 1
45 45 Z 1
) ) Fpt 1
días día NCMP000 1
hábiles hábil AQ0CP00 1
siguientes siguiente AQ0CP00 1
a a SP 0.998775
que que CS 0.449861
haya haber VASP1S0 0.493699
concluido concluir VMP00SM 1
el el DA0MS0 1
periodo periodo NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
sesenta 60 Z 1
( ( Fpa 1
60 60 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
. . Fp 1

En_consecuencia en_consecuencia RG 1
, , Fc 1
en en SP 1
autos auto NCMP000 1
está estar VMIP3S0 0.999398
acreditado acreditar VMP00SM 0.623747
que que CS 0.449861
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
tienen tener VMIP3P0 1
el el DA0MS0 1
carácter carácter NCMS000 1
de de SP 0.999961
concesionarios concesionario NCMP000 0.62798
que que PR0CN00 0.550139
operan operar VMIP3P0 1
una uno DI0FS0 0.951973
red red NCFS000 1
pública público AQ0FS00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
que que CS 0.449861
efectivamente efectivamente RG 1
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
requirieron requerir VMIS3P0 1
a a SP 0.998775
Bestphone bestphone NP00000 1
el el DA0MS0 1
inicio inicio NCMS000 0.996183
de de SP 0.999961
negociaciones negociación NCFP000 1
para para SP 0.999834
convenir convenir VMN0000 1
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
, , Fc 1
según según CS 0.231127
se se P00CN00 0.494509
desprende desprender VMIP3S0 0.980769
de de SP 0.999961
los el DA0MP0 0.992728
Antecedentes_I antecedentes_i NP00000 1
, , Fc 1
II ii NP00000 1
y y CC 0.999989
VI vi NP00000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
. . Fp 1

Por por SP 1
ello ello PD00S00 1
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
124 124 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
LFTyR lftyr NP00000 1
, , Fc 1
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
están estar VMIP3P0 0.99949
obligados obligar VMP00PM 0.991071
a a SP 0.998775
garantizar garantizar VMN0000 1
la el DA0FS0 0.98926
eficiente eficiente AQ0CS00 1
interconexión interconexión NCFS000 1
de de SP 0.999961
sus su DP3CPN 0.999903
respectivas respectivo AQ0FP00 1
redes red NCFP000 0.990196
públicas público AQ0FP00 1
de de SP 0.999961
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
formalizando formalizar VMG0000 1
en_todo_caso en_todo_caso RG 1
la el DA0FS0 0.98926
suscripción suscripción NCFS000 1
de de SP 1
el el DA0MS0 1
convenio convenio NCMS000 1
respectivo respectivo AQ0MS00 1
que que PR0CN00 0.550139
estipule estipular VMSP3S0 0.634863
los el DA0MP0 0.992728
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
aplicables aplicable AQ0CP00 1
. . Fp 1

TERCERO 3 AO0MS00 0.986928
. . Fp 1
- - Fg 1
Valoración valoración NCFS000 0.668984
de de SP 0.999961
pruebas prueba NCFP000 0.997881
. . Fp 1
- - Fg 1
En en SP 1
términos término NCMP000 1
generales general AQ0CP00 0.916449
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
es ser VSIP3S0 1
el el DA0MS0 1
medio medio NCMS000 0.21966
de de SP 0.999961
demostración demostración NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
realidad realidad NCFS000 1
de de SP 0.999961
un uno DI0MS0 0.99698
hecho hecho NCMS000 0.361738
o o CC 0.999864
de de SP 0.999961
la el DA0FS0 0.98926
existencia existencia NCFS000 1
de de SP 0.999961
un uno DI0MS0 0.99698
acto acto NCMS000 1
. . Fp 1

Es ser VSIP3S0 1
así así RG 0.999409
que que CS 0.449861
dentro_de dentro_de SP 1
el el DA0MS0 1
procedimiento procedimiento NCMS000 1
de de SP 0.999961
mérito mérito NCMS000 1
, , Fc 1
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
cumple cumplir VMIP3S0 0.994186
las el DA0FP0 0.988184
siguientes siguiente AQ0CP00 1
funciones función NCFP000 0.994186
: : Fd 1
i i NCFS000 1
) ) Fpt 1
fija fijar VMIP3S0 0.308271
los el DA0MP0 0.992728
hechos hecho NCMP000 0.848259
materia materia NCFS000 1
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
, , Fc 1
y y CC 0.999989
ii i_i NCFS000 1
) ) Fpt 1
genera generar VMIP3S0 0.98913
certeza certeza NCFS000 1
acerca_de acerca_de SP 1
las el DA0FP0 0.988184
afirmaciones afirmación NCFP000 1
y y CC 0.999989
alegaciones alegación NCFP000 1
de de SP 0.999961
los el DA0MP0 0.992728
concesionarios concesionario NCMP000 0.62798
sujetos sujeto AQ0MP00 0.511294
de de SP 1
el el DA0MS0 1
desacuerdo desacuerdo NCMS000 0.97619
. . Fp 1

Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
la el DA0FS0 0.98926
LFPA lfpa NP00000 1
y y CC 0.999989
el el DA0MS0 1
CFPC cfpc NP00000 1
, , Fc 1
establecen establecer VMIP3P0 1
que que CS 0.449861
en en SP 1
los el DA0MP0 0.992728
procedimientos procedimiento NCMP000 1
administrativos administrativo AQ0MP00 0.788462
se se P00CN00 0.494509
admitirán admitir VMIF3P0 1
toda todo DI0FS0 0.984467
clase clase NCFS000 1
de de SP 0.999961
pruebas prueba NCFP000 0.997881
, , Fc 1
excepto excepto SP 1
la el DA0FS0 0.98926
confesional confesional AQ0CS00 1
de de SP 0.999961
las el DA0FP0 0.988184
autoridades autoridad NCFP000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
establece establecer VMIP3S0 0.992424
por por SP 1
cuanto cuanto RG 0.414634
a a SP 0.998775
su su DP3CSN 1
valoración valoración NCFS000 1
que que CS 0.449861
la el DA0FS0 0.98926
autoridad autoridad NCFS000 1
administrativa administrativo AQ0FS00 0.661294
goza gozar VMIP3S0 0.97619
de de SP 0.999961
la el DA0FS0 0.98926
más más RG 0.99993
amplia amplio AQ0FS00 1
libertad libertad NCFS000 0.998188
para para SP 0.999834
hacer hacer VMN0000 1
el el DA0MS0 1
análisis análisis NCMN000 1
de de SP 0.999961
las el DA0FP0 0.988184
pruebas prueba NCFP000 0.997881
rendidas rendir VMP00PF 1
; ; Fx 1
para para SP 0.999834
determinar determinar VMN0000 1
el el DA0MS0 1
valor valor NCMS000 1
de de SP 0.999961
las el DA0FP0 0.988184
mismas mismo AQ0FP00 0.995495
, , Fc 1
y y CC 0.999989
para para SP 0.999834
fijar fijar VMN0000 1
el el DA0MS0 1
resultado resultado NCMS000 0.924877
final final AQ0CS00 0.365702
de de SP 0.999961
dicha decir VMP00SF 0.819767
valuación valuación NCFS000 1
. . Fp 1

En en SP 1
tal tal DD0CS0 0.672764
sentido sentido NCMS000 0.940835
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
valora valorar VMIP3S0 0.989241
las el DA0FP0 0.988184
pruebas prueba NCFP000 0.997881
aportadas aportar VMP00PF 1
por por SP 1
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
en en SP 1
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
términos término NCMP000 1
: : Fd 1
3.1 3.1 Z 1
Pruebas pruebas NP00000 1
ofrecidas ofrecer VMP00PF 1
por por SP 1
Axtel axtel NP00000 1
y y CC 0.999989
Avantel_Respecto_de avantel_respecto_de NP00000 1
las el DA0FP0 0.988184
documentales documental NCMP000 0.69863
consistentes consistente AQ0CP00 1
en en SP 1
: : Fd 1
( ( Fpa 1
a a SP 0.998775
) ) Fpt 1
copias copia NCFP000 0.989726
simples simple AQ0CP00 0.990196
de de SP 0.999961
los el DA0MP0 0.992728
escritos escrito NCMP000 0.526214
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
, , Fc 1
respectivamente respectivamente RG 1
, , Fc 1
de de SP 0.999961
fecha fecha NCFS000 0.990741
17_de_mayo_de_2016 [??:17/5/2016:??.??:??] W 1
subidos subir VMP00PM 1
a a SP 1
el el DA0MS0 1
SESI sesi NP00000 1
; ; Fx 1
( ( Fpa 1
b b NCFS000 1
) ) Fpt 1
copias copia NCFP000 0.989726
simples simple AQ0CP00 0.990196
de de SP 0.999961
los el DA0MP0 0.992728
escritos escrito NCMP000 0.526214
de de SP 0.999961
fecha fecha NCFS000 0.990741
27_de_junio_de_2016 [??:27/6/2016:??.??:??] W 1
, , Fc 1
con con SP 1
los el DA0MP0 0.992728
que que PR0CN00 0.550139
Bestphone bestphone NP00000 1
da dar VMIP3S0 0.998555
respuesta respuesta NCFS000 1
a a SP 0.998775
los el DA0MP0 0.992728
inicios inicio NCMP000 1
de de SP 0.999961
negociaciones negociación NCFP000 1
de de SP 0.999961
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
, , Fc 1
y y CC 0.999989
( ( Fpa 1
c c NCFS000 1
) ) Fpt 1
copias copia NCFP000 0.989726
simples simple AQ0CP00 0.990196
de de SP 0.999961
los el DA0MP0 0.992728
escritos escrito NCMP000 0.526214
de de SP 0.999961
fecha fecha NCFS000 0.990741
15_de_julio_de_2016 [??:15/7/2016:??.??:??] W 1
registrados registrar VMP00PM 1
en en SP 1
el el DA0MS0 1
SESI sesi NP00000 1
, , Fc 1
se se P00CN00 0.494509
les le PP3CPD0 1
otorga otorgar VMIP3S0 0.983871
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
en en SP 1
términos término NCMP000 1
de de SP 0.999961
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
197 197 Z 1
, , Fc 1
203 203 Z 1
, , Fc 1
210-A 210-A Z 1
y y CC 0.999989
217 217 Z 1
de de SP 1
el el DA0MS0 1
CFPC cfpc NP00000 1
, , Fc 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
por por SP 1
causar causar VMN0000 1
convicción convicción NCFS000 1
respecto_de respecto_de SP 1
que que CS 0.449861
las el DA0FP0 0.988184
negociaciones negociación NCFP000 1
materia materia NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Resolución resolución NP00000 1
iniciaron iniciar VMIS3P0 1
su su DP3CSN 1
trámite trámite NCMS000 1
dentro_de dentro_de SP 1
el el DA0MS0 1
SESI sesi NP00000 1
. . Fp 1

3.2 3.2 Z 1
Pruebas pruebas NP00000 1
ofrecidas ofrecer VMP00PF 1
por por SP 1
ambas ambos DI0FP0 0.767857
partes parte NCCP000 0.997076
En en NP00000 1
relación relación NCFS000 1
con con SP 1
la el DA0FS0 0.98926
presuncional presuncional AQ0CS00 1
, , Fc 1
en en SP 1
su su DP3CSN 1
doble doble AQ0CS00 0.847887
aspecto aspecto NCMS000 1
, , Fc 1
legal legal AQ0CS00 1
y y CC 0.999989
humana humano AQ0FS00 0.984536
, , Fc 1
ofrecidas ofrecer VMP00PF 1
como como CS 0.967153
prueba prueba NCFS000 0.950339
por por SP 1
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
, , Fc 1
se se P00CN00 0.494509
le le PP3CSD0 1
da dar VMIP3S0 0.998555
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
218 218 Z 1
de de SP 1
el el DA0MS0 1
CFPC cfpc NP00000 1
a a SP 1
el el DA0MS0 1
ser ser VSN0000 0.959637
ésta este PD0FS00 1
la el DA0FS0 0.98926
consecuencia consecuencia NCFS000 1
lógica lógico AQ0FS00 0.537879
y y CC 0.999989
natural natural AQ0CS00 0.971939
de de SP 0.999961
hechos hecho NCMP000 0.848259
conocidos conocer VMP00PM 0.901786
y y CC 0.999989
probados probar VMP00PM 1
a a SP 1
el el DA0MS0 1
momento momento NCMS000 1
de de SP 0.999961
hacer hacer VMN0000 1
la el DA0FS0 0.98926
deducción deducción NCFS000 1
respectiva respectivo AQ0FS00 1
. . Fp 1

Respecto_de respecto_de SP 1
la el DA0FS0 0.98926
Instrumental instrumental NP00000 1
de de SP 0.999961
actuaciones actuación NCFP000 1
, , Fc 1
ofrecidas ofrecer VMP00PF 1
por por SP 1
Axtel axtel NP00000 1
, , Fc 1
Avantel avantel NP00000 1
y y CC 0.999989
Bestphone bestphone NP00000 1
, , Fc 1
consistente consistente AQ0CS00 1
en en SP 1
todo todo DI0MS0 0.6662
lo lo PP3MSA0 0.334764
actuado actuar VMP00SM 1
en en SP 1
el el DA0MS0 1
presente presente AQ0CS00 0.524254
procedimiento procedimiento NCMS000 1
, , Fc 1
se se P00CN00 0.494509
les le PP3CPD0 1
da dar VMIP3S0 0.998555
valor valor NCMS000 1
probatorio probatorio AQ0MS00 1
a a SP 1
el el DA0MS0 1
constituir constituir VMN0000 1
se se PP3CN00 1
dicha decir VMP00SF 0.819767
prueba prueba NCFS000 0.950339
con con SP 1
las el DA0FP0 0.988184
constancias constancia NCFP000 1
que que PR0CN00 0.550139
obran obrar VMIP3P0 1
en en SP 1
el el DA0MS0 1
sumario sumario NCMS000 0.736395
y y CC 0.999989
en en SP 1
términos término NCMP000 1
de de SP 1
el el DA0MS0 1
principio principio NCMS000 0.997238
ontológico ontológico AQ0MS00 1
de de SP 0.999961
la el DA0FS0 0.98926
prueba prueba NCFS000 0.950339
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
lo el DA00S0 0.665165
ordinario ordinario NCMS000 0.338706
se se P00CN00 0.494509
presume presumir VMIP3S0 0.889272
. . Fp 1

CUARTO cuarto NCMS000 0.343537
. . Fp 1
- - Fg 1
Condiciones condición NCFP000 0.99684
no no RN 0.999297
convenidas convenir VMP00PF 1
sujetas sujeto AQ0FP00 0.982234
a a SP 0.998775
resolución resolución NCFS000 1
. . Fp 1
- - Fg 1
En en SP 1
sus su DP3CPN 0.999903
Solicitudes_de_Resolución solicitudes_de_resolución NP00000 1
, , Fc 1
Axtel axtel NP00000 1
y y CC 0.999989
Avantel avantel NP00000 1
plantearon plantear VMIS3P0 1
los el DA0MP0 0.992728
siguientes siguiente AQ0CP00 1
términos término NCMP000 1
, , Fc 1
condiciones condición NCFP000 0.998418
y y CC 0.999989
tarifas tarifa NCFP000 0.992958
de de SP 0.999961
interconexión interconexión NCFS000 1
que que PR0CN00 0.550139
no no RN 0.999297
pudieron poder VMIS3P0 1
convenir convenir VMN0000 1
con con SP 1
Bestphone bestphone NP00000 1
: : Fd 1
Tarifa tarifa NCFS000 0.977612
de de SP 0.999961
$0.003088 $0.003088 Z 1
por por SP 1
servicios servicio NCMP000 1
de de SP 0.999961
terminación terminación NCFS000 1
de de SP 1
el el DA0MS0 1
Servicio_Local_Fijo servicio_local_fijo NP00000 1
y y CC 0.999989
de de SP 0.999961
Larga_Distancia larga_distancia NP00000 1
en en SP 1
la el DA0FS0 0.98926
red red NCFS000 1
local local AQ0CS00 0.798805
de de SP 0.999961
Bestphone bestphone NP00000 1
para para SP 0.999834
el el DA0MS0 1
periodo periodo NCMS000 1
comprendido comprender VMP00SM 1
de de SP 1
el el DA0MS0 1
1_de_enero [??:1/1/??:??.??:??] W 1
a a SP 1
el el DA0MS0 1
31_de_diciembre_de_2017 [??:31/12/2017:??.??:??] W 1
. . Fp 1

Medición medición NCFS000 0.668984
de de SP 0.999961
tráfico tráfico NCMS000 1
terminado terminar VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
red red NCFS000 1
Local_Fijo_de_Bestphone local_fijo_de_bestphone NP00000 1
, , Fc 1
con con SP 1
base base NCCS000 0.963722
en en SP 1
la el DA0FS0 0.98926
duración duración NCFS000 1
real real AQ0CS00 0.82839
de de SP 0.999961
las el DA0FP0 0.988184
llamadas llamada NCFP000 0.544643
, , Fc 1
sin sin SP 1
redondear redondear VMN0000 1
a a SP 1
el el DA0MS0 1
minuto minuto NCMS000 0.963964
, , Fc 1
debiendo deber VMG0000 1
