RESOLUCIÓN_MEDIANTE_LA_CUAL_EL_PLENO_DE_EL_INSTITUTO_FEDERAL_DE_TELECOMUNICACIONES_AUTORIZA_LA_CESIÓN_DE_LOS_DERECHOS_Y_OBLIGACIONES_DE_EL_TÍTULO_DE_CONCESIÓN_OTORGADO_EL resolución_mediante_la_cual_el_pleno_de_el_instituto_federal_de_telecomunicaciones_autoriza_la_cesión_de_los_derechos_y_obligaciones_de_el_título_de_concesión_otorgado_el NP00000 1
Ley ley NCFS000 0.668984
” ” Frc 1
) ) Fpt 1
, , Fc 1
corresponde corresponder VMIP3S0 0.996183
a a SP 1
el el DA0MS0 1
Pleno_de_el_Instituto pleno_de_el_instituto NP00000 1
autorizar autorizar VMN0000 1
cesiones cesión NCFP000 1
o o CC 0.999864
cambios cambio NCMP000 1
de de SP 0.999961
control control NCMS000 1
accionario accionario AQ0MS00 1
, , Fc 1
titularidad titularidad NCFS000 1
u o CC 0.99505
operación operación NCFS000 1
de de SP 0.999961
sociedades sociedad NCFP000 1
relacionadas relacionar VMP00PF 1
con con SP 1
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
y y CC 0.999989
radiodifusión radiodifusión NCFS000 1
. . Fp 1

Asimismo asimismo RG 1
, , Fc 1
conforme_a conforme_a SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
32 32 Z 1
y y CC 0.999989
33 33 Z 1
fracción fracción NCFS000 1
II_de_el_Estatuto_Orgánico ii_de_el_estatuto_orgánico NP00000 1
, , Fc 1
corresponde corresponder VMIP3S0 0.996183
a a SP 0.998775
la el DA0FS0 0.98926
Unidad_de_Concesiones unidad_de_concesiones NP00000 1
y y CC 0.999989
Servicios servicios NP00000 1
, , Fc 1
a_través_de a_través_de SP 1
la el DA0FS0 0.98926
Dirección_General_de_Concesiones_de_Telecomunicaciones dirección_general_de_concesiones_de_telecomunicaciones NP00000 1
, , Fc 1
tramitar tramitar VMN0000 1
y y CC 0.999989
evaluar evaluar VMN0000 1
las el DA0FP0 0.988184
solicitudes solicitud NCFP000 1
de de SP 0.999961
cesión cesión NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
para para SP 0.999834
someter someter VMN0000 1
las lo PP3FPA0 1
a a SP 0.998775
consideración consideración NCFS000 1
de de SP 1
el el DA0MS0 1
Pleno pleno NP00000 1
. . Fp 1

Para para SP 0.999834
dichos decir VMP00PM 0.97619
efectos efecto NCMP000 1
, , Fc 1
resulta resultar VMIP3S0 0.993808
conveniente conveniente AQ0CS00 1
considerar considerar VMN0000 1
que que CS 0.449861
por por SP 1
una uno DI0FS0 0.951973
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
tiene tener VMIP3S0 1
por por SP 1
objeto objeto NCMS000 0.996183
el el DA0MS0 1
desarrollo desarrollo NCMS000 0.99884
eficiente eficiente AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
las el DA0FP0 0.988184
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
así_como así_como CC 1
que que PR0CN00 0.550139
le le PP3CSD0 1
corresponde corresponder VMIP3S0 0.996183
la el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
cesiones cesión NCFP000 1
o o CC 0.999864
cambios cambio NCMP000 1
de de SP 0.999961
control control NCMS000 1
accionario accionario AQ0MS00 1
, , Fc 1
titularidad titularidad NCFS000 1
u o CC 0.99505
operación operación NCFS000 1
de de SP 0.999961
sociedades sociedad NCFP000 1
relacionadas relacionar VMP00PF 1
con con SP 1
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
y y CC 0.999989
por por SP 1
la el DA0FS0 0.98926
otra otro PI0FS00 0.259107
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
notificará notificar VMIF3S0 1
a a SP 1
el el DA0MS0 1
Secretario secretario NP00000 1
de de SP 1
el el DA0MS0 1
ramo ramo NCMS000 1
previo previo AQ0MS00 0.983871
a a SP 0.998775
su su DP3CSN 1
determinación determinación NCFS000 1
, , Fc 1
a a SP 0.998775
quien quien PR0CS00 1
corresponde corresponder VMIP3S0 0.996183
emitir emitir VMN0000 1
una uno DI0FS0 0.951973
opinión opinión NCFS000 1
técnica técnico AQ0FS00 0.294798
que que PR0CN00 0.550139
no no RN 0.999297
será ser VSIF3S0 1
vinculante vinculante AQ0CS00 1
en en SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
no no RN 0.999297
mayor mayor AQ0CS00 0.9995
de de SP 0.999961
30 30 Z 1
( ( Fpa 1
treinta 30 Z 1
) ) Fpt 1
días día NCMP000 1
naturales natural AQ0CP00 0.991803
. . Fp 1

Segundo 2 AO0MS00 0.900353
. . Fp 1
- - Fg 1
Marco marco NCMS000 0.993808
legal legal AQ0CS00 1
aplicable aplicable AQ0CS00 1
. . Fp 1

La el DA0FS0 0.98926
normatividad normatividad NCFS000 1
aplicable aplicable AQ0CS00 1
que que PR0CN00 0.550139
establece establecer VMIP3S0 0.992424
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
de de SP 0.999961
procedencia procedencia NCFS000 1
para para SP 0.999834
solicitar solicitar VMN0000 1
la el DA0FS0 0.98926
autorización autorización NCFS000 1
para para SP 0.999834
llevar_a_cabo llevar_a_cabo VMN0000 1
la el DA0FS0 0.98926
cesión cesión NCFS000 1
de de SP 0.999961
derechos derecho NCMP000 0.996795
de de SP 0.999961
un uno DI0MS0 0.99698
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
, , Fc 1
se se P00CN00 0.494509
encuentra encontrar VMIP3S0 0.97619
contenida contener VMP00SF 1
en en SP 1
lo el DA00S0 0.665165
establecido establecer VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
Constitución constitución NP00000 1
, , Fc 1
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
y y CC 0.999989
el el DA0MS0 1
Reglamento_de_el_Servicio_de_Televisión reglamento_de_el_servicio_de_televisión NP00000 1
y y CC 0.999989
Audio_Restringidos audio_restringidos NP00000 1
. . Fp 1

En en SP 1
efecto efecto NCMS000 1
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
28 28 Z 1
párrafo párrafo NCMS000 1
décimo décimo NCMS000 0.392601
séptimo 7 AO0MS00 0.991803
de de SP 0.999961
la el DA0FS0 0.98926
Constitución constitución NP00000 1
señala señalar VMIP3S0 0.997076
que que CS 0.449861
corresponde corresponder VMIP3S0 0.996183
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
, , Fc 1
revocación revocación NCFS000 1
, , Fc 1
así_como así_como CC 1
la el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
cesiones cesión NCFP000 1
o o CC 0.999864
cambios cambio NCMP000 1
de de SP 0.999961
control control NCMS000 1
accionario accionario AQ0MS00 1
, , Fc 1
titularidad titularidad NCFS000 1
u o CC 0.99505
operación operación NCFS000 1
de de SP 0.999961
sociedades sociedad NCFP000 1
relacionadas relacionar VMP00PF 1
con con SP 1
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
radiodifusión radiodifusión NCFS000 1
y y CC 0.999989
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
para para SP 0.999834
lo el DA00S0 0.665165
cual cual PR0CS00 0.930743
notificará notificar VMIF3S0 1
a a SP 1
el el DA0MS0 1
Secretario secretario NP00000 1
de de SP 1
el el DA0MS0 1
ramo ramo NCMS000 1
, , Fc 1
previo previo AQ0MS00 0.983871
a a SP 0.998775
su su DP3CSN 1
determinación determinación NCFS000 1
, , Fc 1
quien quien PR0CS00 1
podrá poder VMIF3S0 1
emitir emitir VMN0000 1
una uno DI0FS0 0.951973
opinión opinión NCFS000 1
técnica técnico AQ0FS00 0.294798
. . Fp 1

Por_otro_lado por_otro_lado RG 1
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
110 110 Z 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley ley NP00000 1
, , Fc 1
establece establecer VMIP3S0 0.992424
: : Fd 1
“ “ Fra 1
Artículo artículo NCMS000 0.668984
110 110 Z 1
. . Fp 1

Sólo sólo RG 1
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
para para SP 0.999834
uso uso NCMS000 0.998047
comercial comercial AQ0CS00 1
o o CC 0.999864
privado privar VMP00SM 0.99569
, , Fc 1
esta este DD0FS0 0.978817
última último AO0FS00 1
con con SP 1
propósitos propósito NCMP000 1
de de SP 0.999961
comunicación comunicación NCFS000 1
privada privar VMP00SF 0.936047
, , Fc 1
podrán poder VMIF3P0 1
ceder ceder VMN0000 1
se se PP3CN00 1
previa previo AQ0FS00 1
autorización autorización NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
en en SP 1
los el DA0MP0 0.992728
términos término NCMP000 1
previstos prever VMP00PM 1
en en SP 1
esta este DD0FS0 0.978817
Ley ley NP00000 1
. . Fp 1

El el DA0MS0 1
Instituto instituto NP00000 1
podrá poder VMIF3S0 1
autorizar autorizar VMN0000 1
dentro_de dentro_de SP 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
noventa_días TM_d:90 Zu 1
naturales natural AQ0CP00 0.991803
, , Fc 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
la el DA0FS0 0.98926
presentación presentación NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
solicitud solicitud NCFS000 1
, , Fc 1
la el DA0FS0 0.98926
cesión cesión NCFS000 1
parcial parcial AQ0CS00 0.900943
o o CC 0.999864
total total AQ0CS00 0.594697
de de SP 0.999961
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
y y CC 0.999989
obligaciones obligación NCFP000 1
establecidos establecer VMP00PM 1
en en SP 1
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
, , Fc 1
siempre siempre RG 1
que que CS 0.449861
el el DA0MS0 1
cesionario cesionario NCMS000 1
se se P00CN00 0.494509
comprometa comprometer VMSP3S0 0.534866
a a SP 0.998775
cumplir cumplir VMN0000 1
con con SP 1
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
encuentren encontrar VMSP3P0 0.941964
pendientes pendiente AQ0CP00 0.990196
y y CC 0.999989
asuma asumir VMSP3S0 0.634863
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
que que PR0CN00 0.550139
a a SP 1
el el DA0MS0 1
efecto efecto NCMS000 1
establezca establecer VMSP3S0 0.484863
el el DA0MS0 1
Instituto instituto NP00000 1
. . Fp 1

La el DA0FS0 0.98926
autorización autorización NCFS000 1
previa previo AQ0FS00 1
de de SP 0.999961
la el DA0FS0 0.98926
cesión cesión NCFS000 1
a a SP 0.998775
que que PR0CN00 0.550139
se se P00CN00 0.494509
refiere referir VMIP3S0 0.994186
este este DD0MS0 0.949201
artículo artículo NCMS000 1
podrá poder VMIF3S0 1
solicitar solicitar VMN0000 1
se se PP3CN00 1
siempre_y_cuando siempre_y_cuando RG 1
haya haber VASP1S0 0.493699
transcurrido transcurrir VMP00SM 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
tres 3 Z 1
años año NCMP000 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
. . Fp 1

No no RN 0.999263
se se P00CN00 0.494509
requerirá requerir VMIF3S0 1
autorización autorización NCFS000 1
por por SP 1
parte parte NCCS000 0.977711
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
en en SP 1
los el DA0MP0 0.992728
casos caso NCMP000 1
de de SP 0.999961
cesión cesión NCFS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
por por SP 1
fusión fusión NCFS000 1
de de SP 0.999961
empresas empresa NCFP000 1
, , Fc 1
escisiones escisión NCFP000 1
o o CC 0.999864
reestructuras reestructurar VMIP2S0 1
corporativas corporativo AQ0FP00 1
, , Fc 1
siempre siempre RG 1
que que CS 0.449861
dichos decir VMP00PM 0.97619
actos acto NCMP000 1
sean ser VSSP3P0 0.996689
dentro_de dentro_de SP 1
el el DA0MS0 1
mismo mismo AQ0MS00 0.802208
grupo grupo NCMS000 1
de de SP 0.999961
control control NCMS000 1
o o CC 0.999864
agente agente NCCS000 0.993421
económico económico AQ0MS00 1
. . Fp 1

A a SP 0.998775
tal tal DD0CS0 0.672764
efecto efecto NCMS000 1
, , Fc 1
se se P00CN00 0.494509
deberá deber VMIF3S0 1
notificar notificar VMN0000 1
la el DA0FS0 0.98926
operación operación NCFS000 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
dentro_de dentro_de SP 1
los el DA0MP0 0.992728
treinta_días TM_d:30 Zu 1
naturales natural AQ0CP00 0.991803
siguientes siguiente AQ0CP00 1
a a SP 0.998775
su su DP3CSN 1
realización realización NCFS000 1
. . Fp 1

En en SP 1
los el DA0MP0 0.992728
casos caso NCMP000 1
en en SP 1
que que CS 0.449861
la el DA0FS0 0.98926
cesión cesión NCFS000 1
tenga tener VMSP3S0 0.488844
por por SP 1
objeto objeto NCMS000 0.996183
transferir transferir VMN0000 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
y y CC 0.999989
obligaciones obligación NCFP000 1
establecidos establecer VMP00PM 1
en en SP 1
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
a a SP 0.998775
otro otro DI0MS0 0.658501
concesionario concesionario NCMS000 0.488737
que que PR0CN00 0.550139
preste prestar VMSP3S0 0.0340716
servicios servicio NCMP000 1
similares similar AQ0CP00 1
en en SP 1
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
zona zona NCFS000 1
geográfica geográfico AQ0FS00 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
podrá poder VMIF3S0 1
autorizar autorizar VMN0000 1
la el DA0FS0 0.98926
cesión cesión NCFS000 1
, , Fc 1
previo previo AQ0MS00 0.983871
análisis análisis NCMN000 1
que que PR0CN00 0.550139
realice realizar VMSP3S0 0.534863
sobre sobre SP 0.997804
los el DA0MP0 0.992728
efectos efecto NCMP000 1
que que CS 0.449861
dicho decir VMP00SM 0.997159
acto acto NCMS000 1
tenga tener VMSP3S0 0.488844
o o CC 0.999864
pueda poder VMSP3S0 0.499421
tener tener VMN0000 1
para para SP 0.999834
la el DA0FS0 0.98926
libre libre AQ0CS00 0.957522
competencia competencia NCFS000 1
y y CC 0.999989
concurrencia concurrencia NCFS000 1
en en SP 1
el el DA0MS0 1
mercado mercado NCMS000 0.999343
correspondiente correspondiente AQ0CS00 0.993421
. . Fp 1

Si si CS 0.999827
la el DA0FS0 0.98926
cesión cesión NCFS000 1
actualizara actualizar VMSI3S0 0.649967
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
notificar notificar VMN0000 1
una uno DI0FS0 0.951973
concentración concentración NCFS000 1
conforme_a conforme_a SP 1
lo el DA00S0 0.665165
previsto prever VMP00SM 1
en en SP 1
la el DA0FS0 0.98926
Ley_Federal_de_Competencia_Económica ley_federal_de_competencia_económica NP00000 1
, , Fc 1
el el DA0MS0 1
Instituto instituto NP00000 1
resolverá resolver VMIF3S0 1
dentro_de dentro_de SP 1
el el DA0MS0 1
plazo plazo NCMS000 1
previsto prever VMP00SM 1
para para SP 0.999834
dicho decir VMP00SM 0.997159
procedimiento procedimiento NCMS000 1
, , Fc 1
adicionando adicionar VMG0000 1
las el DA0FP0 0.988184
consideraciones consideración NCFP000 1
señaladas señalar VMP00PF 1
en en SP 1
este este DD0MS0 0.949201
capítulo capítulo NCMS000 1
. . Fp 1

Las el DA0FP0 0.988184
autoridades autoridad NCFP000 1
jurisdiccionales jurisdiccional AQ0CP00 1
, , Fc 1
previamente previamente RG 1
a a SP 0.998775
adjudicar adjudicar VMN0000 1
a a SP 0.998775
cualquier cualquiera DI0CS0 1
persona persona NCFS000 0.996683
la el DA0FS0 0.98926
transmisión transmisión NCFS000 1
de de SP 0.999961
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
concesionados concesionados VMP00PM 0.818006
, , Fc 1
deberán deber VMIF3P0 1
solicitar solicitar VMN0000 1
opinión opinión NCFS000 1
a a SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
respecto_de respecto_de SP 1
el el DA0MS0 1
cumplimiento cumplimiento NCMS000 1
de de SP 0.999961
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
que que PR0CN00 0.550139
establece establecer VMIP3S0 0.992424
la el DA0FS0 0.98926
presente presente AQ0CS00 0.524254
Ley ley NP00000 1
. . Fp 1

Las el DA0FP0 0.988184
concesiones concesión NCFP000 1
de de SP 0.999961
uso uso NCMS000 0.998047
público público AQ0MS00 0.409696
o o CC 0.999864
comercial comercial AQ0CS00 1
cuyos cuyo PR0MP00 1
titulares titular NCCP000 0.972603
sean ser VSSP3P0 0.996689
los el DA0MP0 0.992728
Poderes_de_la_Unión poderes_de_la_unión NP00000 1
, , Fc 1
de de SP 0.999961
los el DA0MP0 0.992728
Estados estados NP00000 1
, , Fc 1
los el DA0MP0 0.992728
órganos órgano NCMP000 1
de de SP 0.999961
Gobierno_de_el_Distrito_Federal gobierno_de_el_distrito_federal NP00000 1
, , Fc 1
los el DA0MP0 0.992728
Municipios municipios NP00000 1
y y CC 0.999989
los el DA0MP0 0.992728
órganos órgano NCMP000 1
constitucionales constitucional AQ0CP00 1
autónomos autónomo AQ0MP00 0.661294
se se P00CN00 0.494509
podrán poder VMIF3P0 1
ceder ceder VMN0000 1
a a SP 0.998775
entes ente NCMP000 1
de de SP 0.999961
carácter carácter NCMS000 1
público público AQ0MS00 0.409696
incluso incluso RG 0.998488
bajo bajo SP 0.909179
esquemas esquema NCMP000 1
de de SP 0.999961
asociación asociación NCFS000 1
público-privado público_privado AQ0MS00 1
, , Fc 1
previa previo AQ0FS00 1
autorización autorización NCFS000 1
de de SP 1
el el DA0MS0 1
Instituto instituto NP00000 1
. . Fp 1
" " Fe 1
Por por SP 1
su su DP3CSN 1
parte parte NCCS000 0.977711
, , Fc 1
el el DA0MS0 1
artículo artículo NCMS000 1
9 9 Z 1
de de SP 1
el el DA0MS0 1
Reglamento_de_el_Servicio_de_Televisión reglamento_de_el_servicio_de_televisión NP00000 1
y y CC 0.999989
Audio_Restringidos audio_restringidos NP00000 1
señala señalar VMIP3S0 0.997076
en en SP 1
su su DP3CSN 1
párrafo párrafo NCMS000 1
segundo 2 AO0MS00 0.901147
lo el DA00S0 0.665165
siguiente siguiente AQ0CS00 1
: : Fd 1
“ “ Fra 1
La el DA0FS0 0.98926
Secretaría secretaría NP00000 1
autorizará autorizar VMIF3S0 1
la el DA0FS0 0.98926
transmisión transmisión NCFS000 1
o o CC 0.999864
cesión cesión NCFS000 1
de de SP 0.999961
derechos derecho NCMP000 0.996795
concesionados concesionados VMP00PM 0.818006
, , Fc 1
o o CC 0.999864
la el DA0FS0 0.98926
enajenación enajenación NCFS000 1
de de SP 0.999961
acciones acción NCFP000 0.998534
, , Fc 1
por_virtud_de por_virtud_de SP 1
las el DA0FP0 0.988184
cuales cual PR0CP00 1
una uno DI0FS0 0.951973
misma mismo AQ0FS00 0.81684
persona persona NCFS000 0.996683
, , Fc 1
directa directo AQ0FS00 1
o o CC 0.999864
indirectamente indirectamente RG 1
, , Fc 1
controle controlar VMSP3S0 0.634863
empresas empresa NCFP000 1
concesionarias concesionario AQ0FP00 0.511311
que que PR0CN00 0.550139
presten prestar VMSP3P0 0.941964
dos 2 Z 0.999868
o o CC 0.999864
más más RG 0.99993
servicios servicio NCMP000 1
de de SP 0.999961
televisión televisión NCFS000 1
restringida restringir VMP00SF 1
que que PR0CN00 0.550139
comprendan comprender VMSP3P0 0.941964
, , Fc 1
parcial parcial AQ0CS00 0.900943
o o CC 0.999864
totalmente totalmente RG 1
, , Fc 1
una uno DI0FS0 0.951973
misma mismo AQ0FS00 0.81684
área área NCFS000 1
de de SP 0.999961
cobertura cobertura NCFS000 1
, , Fc 1
siempre siempre RG 1
que que CS 0.449861
el el DA0MS0 1
interesado interesar VMP00SM 0.97619
obtenga obtener VMSP3S0 0.634863
previamente previamente RG 1
la el DA0FS0 0.98926
opinión opinión NCFS000 1
favorable favorable AQ0CS00 1
de de SP 0.999961
la el DA0FS0 0.98926
Comisión_Federal_de_Competencia comisión_federal_de_competencia NP00000 1
. . Fp 1
” ” Frc 1
Ahora_bien ahora_bien RG 1
, , Fc 1
cabe caber VMIP3S0 0.975904
destacar destacar VMN0000 1
que que CS 0.449861
para para SP 0.999834
este este DD0MS0 0.949201
tipo tipo NCMS000 1
de de SP 0.999961
solicitudes solicitud NCFP000 1
debe deber VMIP3S0 0.998712
acatar acatar VMN0000 1
se se PP3CN00 1
el el DA0MS0 1
requisito requisito NCMS000 0.983871
de de SP 0.999961
procedencia procedencia NCFS000 1
correspondiente correspondiente AQ0CS00 0.993421
a a SP 1
el el DA0MS0 1
pago pago NCMS000 0.995283
de de SP 0.999961
derechos derecho NCMP000 0.996795
relativo relativo AQ0MS00 0.980769
a a SP 1
el el DA0MS0 1
cambio cambio NCMS000 0.998705
en en SP 1
la el DA0FS0 0.98926
titularidad titularidad NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
, , Fc 1
de de SP 0.999961
conformidad conformidad NCFS000 1
con con SP 1
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
aplicable aplicable AQ0CS00 1
. . Fp 1
Conforme_a conforme_a SP 1
lo el DA00S0 0.665165
anterior anterior AQ0CS00 1
, , Fc 1
y y CC 0.999989
tomando tomar VMG0000 1
en en SP 1
consideración consideración NCFS000 1
que que PR0CN00 0.550139
la el DA0FS0 0.98926
Solicitud_de_Cesión_de_Derechos solicitud_de_cesión_de_derechos NP00000 1
fue ser VSIS3S0 0.980739
presentada presentar VMP00SF 1
el el DA0MS0 1
23_de_septiembre_de_2015 [??:23/9/2015:??.??:??] W 1
, , Fc 1
resulta resultar VMIP3S0 0.993808
importante importante AQ0CS00 1
señalar señalar VMN0000 1
que que CS 0.449861
la el DA0FS0 0.98926
normatividad normatividad NCFS000 1
aplicable aplicable AQ0CS00 1
para para SP 0.999834
la el DA0FS0 0.98926
misma mismo AQ0FS00 0.81684
se se P00CN00 0.494509
encontraba encontrar VMII3S0 0.65
establecida establecer VMP00SF 1
en en SP 1
el el DA0MS0 1
artículo artículo NCMS000 1
97 97 Z 1
fracción fracción NCFS000 1
II ii NP00000 1
inciso inciso AQ0MS00 0.66114
a a SP 0.998775
) ) Fpt 1
de de SP 0.999961
la el DA0FS0 0.98926
Ley_Federal_de_Derechos ley_federal_de_derechos NP00000 1
2015 2015 Z 1
, , Fc 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
establecía establecer VMII3S0 0.65
la el DA0FS0 0.98926
obligación obligación NCFS000 1
de de SP 0.999961
pagar pagar VMN0000 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
por por SP 1
el el DA0MS0 1
estudio estudio NCMS000 0.97043
por por SP 1
el el DA0MS0 1
cambio cambio NCMS000 0.998705
en en SP 1
la el DA0FS0 0.98926
titularidad titularidad NCFS000 1
de de SP 0.999961
las el DA0FP0 0.988184
concesiones concesión NCFP000 1
, , Fc 1
mismo mismo PI0MS00 0.163706
que que PR0CN00 0.550139
debe deber VMIP3S0 0.998712
acompañar acompañar VMN0000 1
se se PP3CN00 1
a a SP 1
el el DA0MS0 1
escrito escrito NCMS000 0.466887
con con SP 1
el el DA0MS0 1
cual cual PR0CS00 0.930743
se se P00CN00 0.494509
solicita solicitar VMIP3S0 0.989241
la el DA0FS0 0.98926
autorización autorización NCFS000 1
de de SP 0.999961
cesión cesión NCFS000 1
de de SP 0.999961
derechos derecho NCMP000 0.996795
, , Fc 1
toda todo DI0FS0 0.984467
vez vez NCFS000 1
que que PR0CN00 0.550139
el el DA0MS0 1
hecho hecho NCMS000 0.361738
imponible imponible AQ0CS00 1
de de SP 1
el el DA0MS0 1
tributo tributo NCMS000 0.989726
es ser VSIP3S0 1
el el DA0MS0 1
estudio estudio NCMS000 0.97043
que que PR0CN00 0.550139
realice realizar VMSP3S0 0.534863
este este DD0MS0 0.949201
Instituto instituto NP00000 1
con con SP 1
motivo motivo NCMS000 0.992395
de de SP 0.999961
dicha decir VMP00SF 0.819767
solicitud solicitud NCFS000 1
. . Fp 1

Tercero 3 AO0MS00 0.986928
. . Fp 1
- - Fg 1
Análisis_de_la_Solicitud_de_Cesión_de_Derechos análisis_de_la_solicitud_de_cesión_de_derechos NP00000 1
. . Fp 1

De de SP 0.999961
la el DA0FS0 0.98926
revisión revisión NCFS000 1
a a SP 1
el el DA0MS0 1
marco marco NCMS000 0.996894
legal legal AQ0CS00 1
aplicable aplicable AQ0CS00 1
, , Fc 1
se se P00CN00 0.494509
concluye concluir VMIP3S0 0.865854
que que CS 0.449861
los el DA0MP0 0.992728
requisitos requisito NCMP000 0.98913
de de SP 0.999961
procedencia procedencia NCFS000 1
que que PR0CN00 0.550139
debe deber VMIP3S0 0.998712
cumplir cumplir VMN0000 1
el el DA0MS0 1
concesionario concesionario NCMS000 0.488737
que que PR0CN00 0.550139
solicite solicitar VMSP3S0 0.634863
autorización autorización NCFS000 1
para para SP 0.999834
ceder ceder VMN0000 1
los el DA0MP0 0.992728
derechos derecho NCMP000 0.996795
y y CC 0.999989
obligaciones obligación NCFP000 1
de de SP 0.999961
un uno DI0MS0 0.99698
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
son ser VSIP3P0 0.995197
: : Fd 1
Que que CS 0.449861
el el DA0MS0 1
título título NCMS000 1
de de SP 0.999961
concesión concesión NCFS000 1
en_materia_de en_materia_de SP 1
telecomunicaciones telecomunicación NCFP000 1
esté estar VMSP3S0 0.495885
vigente vigente AQ0CS00 1
; ; Fx 1
Que que NP00000 1
el el DA0MS0 1
cesionario cesionario NCMS000 1
se se P00CN00 0.494509
comprometa comprometer VMSP3S0 0.534866
a a SP 0.998775
cumplir cumplir VMN0000 1
con con SP 1
las el DA0FP0 0.988184
obligaciones obligación NCFP000 1
que que PR0CN00 0.550139
se se P00CN00 0.494509
encuentren encontrar VMSP3P0 0.941964
pendientes pendiente AQ0CP00 0.990196
y y CC 0.999989
asuma asumir VMSP3S0 0.634863
las el DA0FP0 0.988184
condiciones condición NCFP000 0.998418
que que PR0CN00 0.550139
a a SP 1
el el DA0MS0 1
efecto efecto NCMS000 1
establezca establecer VMSP3S0 0.484863
el el DA0MS0 1
Instituto instituto NP00000 1
; ; Fx 1
Que que NP00000 1
haya haber VASP1S0 0.493699
transcurrido transcurrir VMP00SM 1
un uno DI0MS0 0.99698
plazo plazo NCMS000 1
de de SP 0.999961
tres 3 Z 1
años año NCMP000 1
contados contar VMP00PM 0.623747
a_partir_de a_partir_de SP 1
el el DA0MS0 1
otorgamiento otorgamiento NCMS000 1
de de SP 0.999961
la el DA0FS0 0.98926
concesión concesión NCFS000 1
; ; Fx 1
En en NP00000 1
los el DA0MP0 0.992728
casos caso NCMP000 1
en en SP 1
que que CS 0.449861
la el DA0FS0 0.98926
